sigun_nm,str_nm,bizregno,refine_road_nm_addr,refine_lotno_addr,indutype_cont,refine_zipno,refine_wgs84_lat,refine_wgs84_logt
수원시,샤이바나(광교월드마크점),6940101344,경기도 수원시 영통구 센트럴타운로 107,"경기도 수원시 영통구 이의동 1331번지 광교푸르지오월드마크,월드스퀘어 1층40,41,42호 샤이바나","프랜차이즈,피자·양식",16507,37.291711,127.0488364
수원시,동천홍,1242856629,경기도 수원시 팔달구 매산로130번길 12,경기도 수원시 팔달구 매교동 26-9번지 1층 동천홍,"중식,프랜차이즈",16465,37.2712779,127.0150083
수원시,홍미집 수원역점,6260401866,경기도 수원시 팔달구 향교로 27-1,경기도 수원시 팔달구 매산로2가 27-14번지 리오빌딩 1층 홍미집,"찜·탕,프랜차이즈,픽업",16455,37.2686992,127.0039492
수원시,만나고쪽갈비,2832500272,경기도 수원시 영통구 권선로 811,경기도 수원시 영통구 매탄동 1172-13번지 1층,"프랜차이즈,픽업,한식",16546,37.2552401,127.0393447
수원시,개성집(영통청명점),1352879961,경기도 수원시 영통구 청명북로 90-1,경기도 수원시 영통구 영통동 1051-13번지 2층,"프랜차이즈,한식",16710,37.2594494,127.0804926
수원시,소문난분식,1801201201,경기도 수원시 장안구 파장로21번길 15,경기도 수원시 장안구 송죽동 277-22번지 현대양행 104호,분식,16301,37.3038454,126.9977718
수원시,홍닭발,1352956887,경기도 수원시 영통구 영통로501번길 48-10,경기도 수원시 영통구 영통동 951-3번지 1층,"픽업,한식",16706,37.2653137,127.0769187
수원시,커피에반하다(수원고색산업1단지점),8900400420,경기도 수원시 권선구 오목천로152번길 60,경기도 수원시 권선구 고색동 948번지 수원고색산업1단지점 커피에반하다,"카페,프랜차이즈",16642,37.2420855,126.9777409
수원시,커피에반하다(수원탑동점),6466500047,경기도 수원시 권선구 하탑로34번길 10,경기도 수원시 권선구 탑동 862-3번지 103호,"카페,프랜차이즈",16610,37.2683594,126.975315
수원시,길림성인계점,7501600902,경기도 수원시 팔달구 권광로 277,경기도 수원시 팔달구 인계동 369-4번지 2층,중식,16487,37.2721262,127.0354859
수원시,소문난통닭,1064036592,경기도 수원시 장안구 조원로89번길 13,경기도 수원시 장안구 조원동 742-23번지 가동5호 소문난통닭,치킨,16286,37.3003674,127.0153971
수원시,한촌설렁탕(권선점),1741200134,경기도 수원시 권선구 권광로 107,경기도 수원시 권선구 권선동 1038-10번지 1층코너 한촌설렁탕권선점,"찜·탕,프랜차이즈",16568,37.2574476,127.0299376
수원시,네네치킨 광교1호점,5380501931,경기도 수원시 영통구 법조로149번길 171,경기도 수원시 영통구 하동 972-4번지 102호,"치킨,프랜차이즈",16512,37.2928275,127.0702999
수원시,가장맛있는족발 수원율전점,3101092314,경기도 수원시 장안구 율전로98번길 7,경기도 수원시 장안구 율전동 297-2번지 101호,"족발·보쌈,프랜차이즈",16362,37.2981321,126.9692073
수원시,우주족발,3480202073,경기도 수원시 권선구 장다리로 33,경기도 수원시 권선구 세류동 1104-18번지 1층,족발·보쌈,16589,37.2536158,127.0185045
수원시,유진참치(매탄점),6042092066,경기도 수원시 영통구 영통로331번길 56,경기도 수원시 영통구 매탄동 496-16번지 1층,일식·돈까스,16676,37.2563137,127.0609334
수원시,미스터코다리 본점,3442000951,경기도 수원시 영통구 센트럴파크로127번길 125-2,경기도 수원시 영통구 이의동 1312-6번지 미스터코다리,한식,16506,37.2942103,127.0542371
수원시,스타마법피자,4662100578,경기도 수원시 권선구 매실로53번길 19,경기도 수원시 권선구 호매실동 395-14번지 1층,"피자·양식,픽업",16400,37.2686609,126.9562407
수원시,토마토피자 본점,1380239518,경기도 수원시 영통구 매여울로53번길 73,경기도 수원시 영통구 매탄동 173-40번지 토마토피자,피자·양식,16532,37.2728046,127.0407153
수원시,역전할머니맥주 호매실능실점,7420601726,경기도 수원시 권선구 호매실로104번길 24-70,"경기도 수원시 권선구 호매실동 1399-1번지 아크미파크 104,105호","프랜차이즈,한식",16630,37.2591918,126.9631541
수원시,피자에땅(성대점),5790901866,경기도 수원시 장안구 하률로12번길 4,경기도 수원시 장안구 천천동 557-4번지 105호 피자에땅 성대점,"프랜차이즈,피자·양식",16324,37.3027247,126.9742639
수원시,교촌치킨(신동1호점),6031379311,경기도 수원시 영통구 권선로908번길 52-22,경기도 수원시 영통구 신동 935-3번지 디알프라자 1층 103호,"치킨,프랜차이즈,픽업",16683,37.2473094,127.0443994
수원시,행궁통닭본닭강정,7881501006,경기도 수원시 팔달구 수원천로 291,경기도 수원시 팔달구 남수동 111-1번지 1층,치킨,16257,37.2794668,127.0182496
수원시,청록,5153100898,,경기도 수원시 권선구 고색동 397-6번지 주안빌라 1층,카페,16650,37.2482118,126.979063
수원시,골목대장(본점),5100713447,경기도 수원시 영통구 매탄로 55-2,경기도 수원시 영통구 매탄동 1165-5번지 1층,분식,16546,37.2563727,127.0408489
수원시,긴자참치,1351620550,경기도 수원시 권선구 일월천로 6,경기도 수원시 권선구 구운동 908-6번지 1층 긴자참치,일식·돈까스,16413,37.2828148,126.9726427
수원시,미스터아구왕 탱고알찜,6192165248,경기도 수원시 권선구 세권로137번길 29,경기도 수원시 권선구 권선동 995-8번지 1층 일부호,"아시안,찜·탕,한식",16564,37.2581914,127.0198625
수원시,굽네치킨 오목천점,6084666255,경기도 수원시 권선구 온정로 8,경기도 수원시 권선구 오목천동 295-3번지 1층,"치킨,프랜차이즈",16632,37.2472237,126.9656745
수원시,땅스부대찌개파장동점,5720601205,경기도 수원시 장안구 경수대로1081번길 39,경기도 수원시 장안구 파장동 579-2번지 1층,"찜·탕,프랜차이즈",16349,37.307728,126.9930065
수원시,개성집,1245335403,경기도 수원시 권선구 수인로296번길 34,경기도 수원시 권선구 구운동 897-11번지 1층,"프랜차이즈,픽업,한식",16412,37.2844973,126.9719428
수원시,밀플랜비(아주대점),1390505856,경기도 수원시 팔달구 아주로47번길 12,경기도 수원시 팔달구 우만동 59번지 1층 밀플랜비,피자·양식,16497,37.2792406,127.0430564
수원시,현죽,2800100938,경기도 수원시 영통구 영통로153번길 98,경기도 수원시 영통구 망포동 255-2번지 국제프라자 106호 현죽,"프랜차이즈,한식",16689,37.2414173,127.0499256
수원시,남문통닭 영통점,7988501194,경기도 수원시 영통구 영통로200번길 35,경기도 수원시 영통구 영통동 1107번지 남문통닭영통점,"치킨,프랜차이즈",16690,37.2445504,127.0585098
수원시,신전떡볶이(수원영통1호점),3714300118,경기도 수원시 영통구 영통로 232,경기도 수원시 영통구 영통동 973-3번지 두산.우성.한신아파트 상가 2동 104호,"분식,프랜차이즈,픽업",16698,37.2471281,127.0608288
수원시,조대감부대찌개,1617300027,,경기도 수원시 팔달구 인계로166번길 16-7 1층,찜·탕,16488,,
수원시,제주알찜,6900201238,경기도 수원시 권선구 서둔로 221,경기도 수원시 권선구 탑동 320-15번지 1층,"찜·탕,픽업",16607,37.2712154,126.9790737
수원시,얼큰이해물짬뽕,1352771318,경기도 수원시 팔달구 경수대로428번길 11,경기도 수원시 팔달구 인계동 1027-10번지 1층,중식,16490,37.2643117,127.0265228
수원시,이바돔감자탕,1244686980,경기도 수원시 권선구 일월천로16번길 28,경기도 수원시 권선구 구운동 911-4번지 1층,"찜·탕,프랜차이즈,픽업",16413,37.2834369,126.9747027
수원시,한일칡냉면,1351812618,경기도 수원시 장안구 만석로210번길 16,경기도 수원시 장안구 송죽동 449-2번지 1층,한식,16303,37.3042963,127.0021019
수원시,티바두마리치킨(파장점),6034603556,경기도 수원시 장안구 파장로68번길 15,경기도 수원시 장안구 파장동 581번지 1층 일부호,"치킨,프랜차이즈",16349,37.3065556,126.9928677
수원시,청년피자(서수원점),2680701171,경기도 수원시 팔달구 동말로77번길 26,경기도 수원시 팔달구 화서동 71-161번지 청년피자,"프랜차이즈,피자·양식,픽업",16439,37.279962,127.0028601
수원시,훌랄라숯불치킨(구운1점),1243808301,경기도 수원시 권선구 일월천로 14,경기도 수원시 권선구 구운동 907-1번지,"치킨,프랜차이즈",16413,37.2834026,126.9730672
수원시,지코바 구운점,7104500734,경기도 수원시 권선구 구운로 25,경기도 수원시 권선구 구운동 512-1번지 1층 지코바,"치킨,프랜차이즈,픽업",16410,37.276733,126.9752569
수원시,숯불풍천장어,1352830385,경기도 수원시 장안구 정조로934번길 32,경기도 수원시 장안구 영화동 292-37번지 숯불풍천장어,한식,16269,37.2915928,127.0144154
수원시,소문난대구왕뽈찜,1352926739,경기도 수원시 장안구 만석로 161,경기도 수원시 장안구 송죽동 277-21번지 소문난대구왕뽈찜,찜·탕,16301,37.3019256,126.9978297
수원시,백금당,2270863095,경기도 수원시 영통구 센트럴파크로128번길 96,경기도 수원시 영통구 이의동 1297-2번지 1층 백금당,"카페,프랜차이즈",16504,37.295123,127.0572441
수원시,트윈스치킨,1350838754,경기도 수원시 장안구 장안로217번길 14,경기도 수원시 장안구 정자동 383번지 범야건설주식회사 112호 트윈스치킨,치킨,16339,37.3017988,126.9934525
수원시,박경규 항아리보쌈,1245323926,경기도 수원시 팔달구 장다리로 228,경기도 수원시 팔달구 인계동 965-14번지 1층,"족발·보쌈,프랜차이즈",16481,37.2699904,127.026521
수원시,맘스터치(아주대점),4325200074,경기도 수원시 팔달구 아주로 47,경기도 수원시 팔달구 우만동 573-1번지 2층,"프랜차이즈,피자·양식",16497,37.2790531,127.04352
수원시,통큰김밥,6563400467,경기도 수원시 권선구 금호로 18,경기도 수원시 권선구 호매실동 402-13번지 1층,"분식,픽업",16399,37.2686311,126.9536807
수원시,아람착한코다리,1950200845,경기도 수원시 권선구 세권로316번길 12-17,경기도 수원시 권선구 권선동 1290-2번지 1층,한식,16553,37.2514807,127.0368756
수원시,신전떡볶이(장안구청점),5913300222,경기도 수원시 장안구 경수대로 940,경기도 수원시 장안구 조원동 894번지 일호골든타워 121호 신전떡볶이,"분식,프랜차이즈",16295,37.3031494,127.0080447
수원시,추미정 남원추어탕,1352910125,경기도 수원시 장안구 파장천로 123,경기도 수원시 장안구 파장동 343-2번지 남원추어탕,한식,16201,37.314957,127.001456
수원시,아그집 쭈꾸미 성대점,7494700755,경기도 수원시 장안구 화산로233번길 12,경기도 수원시 장안구 율전동 295번지 2층 아그집 쭈꾸미 성대점,"프랜차이즈,픽업,한식",16360,37.2991928,126.9705651
수원시,키친토리노,2610101426,경기도 수원시 영통구 대학로 10,경기도 수원시 영통구 이의동 1275-11번지 1층 101호 키친토리노,"피자·양식,픽업",16226,37.2975441,127.0420769
수원시,황가네소고기국밥,8971700829,경기도 수원시 영통구 동수원로 512,경기도 수원시 영통구 매탄동 196번지 1층 황가네소고기국밥,한식,16524,37.2727013,127.0466376
수원시,아재불닭발,8540500998,경기도 수원시 장안구 수성로382번길 32-3,경기도 수원시 장안구 영화동 292-1번지 1층,"프랜차이즈,한식",16269,37.292711,127.014521
수원시,박은자맛사랑,2462500292,경기도 수원시 장안구 대평로90번길 16,경기도 수원시 장안구 정자동 876-8번지 박은자맛사랑 201호,"프랜차이즈,한식",16334,37.2963196,126.9937375
수원시,지코바 망포점,2383300812,경기도 수원시 영통구 영통로200번길 21,경기도 수원시 영통구 영통동 1106번지 현대프라자 103호 지코바치킨,"치킨,프랜차이즈,피자·양식,한식",16690,37.2446742,127.0578552
수원시,호식이두마리치킨(영통1호점),1352790824,경기도 수원시 영통구 덕영대로1673번길 8-1,경기도 수원시 영통구 영통동 990-12번지 102호,"치킨,프랜차이즈",16702,37.2480158,127.074377
수원시,본죽화서블루밍점,1244877414,경기도 수원시 팔달구 화양로 34,경기도 수원시 팔달구 화서동 206-8번지 신우상가아파트 제1층제110호 본죽화서블루밍점,"프랜차이즈,한식",16439,37.2811905,126.9970876
수원시,인생스시,8321901072,경기도 수원시 권선구 경수대로309번길 16,경기도 수원시 권선구 세류동 1081-14번지 1층 인생스시,일식·돈까스,16580,37.2548927,127.0199623
수원시,이디야 수원디지털엠파이어점,1353198202,경기도 수원시 영통구 신원로 88,경기도 수원시 영통구 신동 486번지 디지털엠파이어2 101동 102호,"카페,프랜차이즈",16681,37.2474762,127.0503067
수원시,밥앤스낵 광교점,6193500878,,경기도 수원시 영통구 원천동 589번지 B2 10호,분식,16517,37.2835532,127.0559244
수원시,컴포즈커피 수원역점,3071293005,경기도 수원시 팔달구 덕영대로 929,경기도 수원시 팔달구 매산로1가 57-29번지 1층 컴포즈커피,"카페,프랜차이즈",16461,37.2656874,127.0015441
수원시,딜리버거 장안점,6267500265,경기도 수원시 장안구 파장천로30번길 83,경기도 수원시 장안구 파장동 606-6번지 하늘채 102호 딜리버거,피자·양식,16351,37.3064667,126.9995035
수원시,정미당,1244801423,경기도 수원시 권선구 세권로 185,경기도 수원시 권선구 권선동 1051번지 114호 정미당,"카페,픽업",16566,37.2560922,127.0245782
수원시,억수르 감자탕과 우거지 콩나물 뼈찜,4300201349,경기도 수원시 권선구 금호로245번길 21,경기도 수원시 권선구 구운동 511번지 억수르감자탕과닭복음탕,"찜·탕,픽업",16410,37.2767833,126.9764297
수원시,자갈치양곱창,1251377924,경기도 수원시 영통구 인계로264번길 13,경기도 수원시 영통구 매탄동 1241-3번지 1층,한식,16544,37.2632166,127.0461193
수원시,아미스타,4921601077,경기도 수원시 영통구 센트럴파크로127번길 80-3,경기도 수원시 영통구 이의동 1307-2번지 1층,카페,16506,37.2941546,127.0514168
수원시,투고샐러드(수원경희대점),1744700607,경기도 수원시 영통구 청명로 7,경기도 수원시 영통구 영통동 1021-4번지 청명타운텔 114호 투고샐러드,"프랜차이즈,피자·양식",16702,37.2484196,127.0788962
수원시,유유식당,1950201257,경기도 수원시 영통구 중부대로345번길 20,경기도 수원시 영통구 원천동 608-1번지 유유식당,한식,16516,37.2739195,127.0541086
수원시,송가육회 수원점,2344000652,경기도 수원시 영통구 매탄로108번길 28,경기도 수원시 영통구 매탄동 1264-2번지 강희타운 205호,"프랜차이즈,픽업,한식",16545,37.2598498,127.0449215
수원시,또래오래 성대율전점,2552000476,경기도 수원시 장안구 율전로101번길 49,경기도 수원시 장안구 율전동 360-7번지 1층 또래오래,"치킨,프랜차이즈",16361,37.2986056,126.966259
수원시,진구네 간장게장,6842400497,경기도 수원시 장안구 팔달로316번길 29,경기도 수원시 장안구 영화동 37-12번지 1층,"프랜차이즈,한식",16268,37.2911554,127.01989
수원시,옥식당,5152300480,경기도 수원시 장안구 수성로364번길 15,경기도 수원시 장안구 영화동 272-7번지 구림해피타운 102호,"픽업,한식",16269,37.2928197,127.012467
수원시,채담샤브 & 쭈꾸미볶음,1352572569,경기도 수원시 장안구 대평로90번길 19,경기도 수원시 장안구 정자동 872-2번지 2층 채담샤브,한식,16334,37.297131,126.9937659
수원시,오늘은불닭발 화서점,6930800230,경기도 수원시 팔달구 팔달로119번길 32,경기도 수원시 팔달구 화서동 99-19번지 1층 티바,"프랜차이즈,한식",16439,37.2793367,127.0020746
수원시,회랑참치랑,8905400221,경기도 수원시 팔달구 매산로 19,경기도 수원시 팔달구 매산로1가 42-7번지 1층 회랑참치랑,일식·돈까스,16455,37.2677332,127.0035946
수원시,옛날가마솥통닭,1244214760,경기도 수원시 팔달구 정조로623번길 20,경기도 수원시 팔달구 매교동 169-7번지 1층,치킨,16573,37.2649196,127.0141581
수원시,밀숲 인계점,1124171704,경기도 수원시 팔달구 인계로166번길 48-21,경기도 수원시 팔달구 인계동 1119번지 밀숲 105호,"프랜차이즈,한식",16488,37.2646005,127.0334344
수원시,마약낙곱새 수원본점,7240101757,경기도 수원시 팔달구 덕영대로895번길 7,경기도 수원시 팔달구 매산로1가 111-23번지 1층,"픽업,한식",16455,37.2687814,126.9999335
수원시,솔로테이블,1244413203,경기도 수원시 권선구 상탑로21번길 35-8,경기도 수원시 권선구 탑동 778-8번지 1층 솔로테이블(구아마돈),"프랜차이즈,픽업,한식",16603,37.2724943,126.9727259
수원시,소와나무,5602400930,경기도 수원시 권선구 구운로45번길 67,경기도 수원시 권선구 구운동 537-11번지 1층,한식,16408,37.2766037,126.9704977
수원시,우박사칡냉면,1351681182,경기도 수원시 장안구 파장천로19번길 28,경기도 수원시 장안구 파장동 578-2번지 1층,한식,16348,37.308045,126.9933429
수원시,신포우리만두,1350752593,경기도 수원시 팔달구 정조로776번길 11,경기도 수원시 팔달구 영동 5-8번지 신포우리만두,"분식,프랜차이즈",16262,37.2773107,127.0178235
수원시,의정부튼튼부대찌개,1974600618,경기도 수원시 장안구 정자천로13번길 36,경기도 수원시 장안구 천천동 325-22번지 105호,"찜·탕,프랜차이즈",16420,37.2904395,126.9785125
수원시,봉추찜닭 인계점,6300900032,경기도 수원시 팔달구 권광로 184,경기도 수원시 팔달구 인계동 1120번지 캐슬타워 134호,"찜·탕,픽업",16488,37.2637898,127.0335748
수원시,안심찹쌀로 탕쓱 잘 튀기는집,1244966234,경기도 수원시 권선구 권광로 103,경기도 수원시 권선구 권선동 1038-17번지 1층(간판은 마초떡볶이),"중식,프랜차이즈",16568,37.2571677,127.0298152
수원시,골목식당,1245264217,경기도 수원시 팔달구 매산로 2-11,경기도 수원시 팔달구 매산로1가 57-110번지 골목길,"프랜차이즈,한식",16461,37.266664,127.0022708
수원시,돈강족발&뼈해장국,2211691303,경기도 수원시 장안구 송원로86번길 10-6,경기도 수원시 장안구 조원동 752-3번지 1층 돈강족발불족에반하다,"족발·보쌈,픽업",16284,37.3018875,127.010242
수원시,벤탄빌라,1793400752,경기도 수원시 장안구 정조로 1096,경기도 수원시 장안구 송죽동 455-16번지 3층,아시안,16303,37.3029184,127.0023818
수원시,달리는커피 수원장안점,5491201021,경기도 수원시 장안구 대평로142번길 23-14,경기도 수원시 장안구 정자동 327-2번지 103호,카페,16339,37.3011773,126.9914595
수원시,치킨마루(영통동보신명점),1352949824,경기도 수원시 영통구 매영로310번길 87,경기도 수원시 영통구 영통동 968번지 동보.신명아파트 111호,"치킨,프랜차이즈",16699,37.2506737,127.0641234
수원시,치킨마루(영통경희대점),5550401680,경기도 수원시 영통구 매영로 416,경기도 수원시 영통구 영통동 1022-1번지 행림빌딩 117호,"치킨,프랜차이즈",16702,37.2484226,127.0772161
수원시,신전떡볶이(수원여고점),2241862460,경기도 수원시 팔달구 고등로59번길 57,경기도 수원시 팔달구 고등동 167-62번지 1층 신전떡볶이_수원여고점,"분식,프랜차이즈,픽업",16448,37.2759252,127.0032137
수원시,신전떡볶이(수원매탄점),2993500747,경기도 수원시 영통구 효원로 393,경기도 수원시 영통구 매탄동 1267-5번지 밀래니엄프라자 105호,"분식,프랜차이즈,픽업",16545,37.2591188,127.0447004
수원시,훌랄라숯불치킨(인계1점),1352802875,경기도 수원시 팔달구 인계로166번길 48-21,경기도 수원시 팔달구 인계동 1119번지 샤르망 210호,"치킨,프랜차이즈",16488,37.2646005,127.0334344
수원시,훌랄라숯불치킨 정자3점,1352657610,경기도 수원시 장안구 수성로261번길 72,경기도 수원시 장안구 정자동 42-43번지 훌랄라숯불치킨,"치킨,프랜차이즈,픽업",16314,37.2928623,126.9989279
수원시,훌랄라숯불치킨(탑동1점),1244848938,경기도 수원시 권선구 탑동로 27,경기도 수원시 권선구 탑동 809-3번지 1층 훌랄라치킨,"치킨,프랜차이즈",16603,37.2713303,126.9744823
수원시,남수원반점,1240374551,,경기도 수원시 권선구 세류동 1147번지 미영아파트,중식,16658,37.248074,127.0145257
수원시,회 뜨는 밤,3362501240,경기도 수원시 권선구 세권로 156,경기도 수원시 권선구 세류동 1077-3번지 동산빌딩 1층,일식·돈까스,16580,37.2562587,127.0211716
수원시,스시호,7030901192,경기도 수원시 영통구 센트럴타운로 15,경기도 수원시 영통구 이의동 1335번지 아이플렉스 1층 113호 스시호,일식·돈까스,16508,37.2881468,127.0574091
수원시,아름다운땅 레스토랑,5828800913,경기도 수원시 영통구 청명남로4번길 2,경기도 수원시 영통구 영통동 1000-8번지 아름다운땅,피자·양식,16705,37.2502663,127.0735299
수원시,명인칡냉면,1245048886,경기도 수원시 권선구 경수대로359번길 18,경기도 수원시 권선구 권선동 971-6번지 1층 명인칡냉면,한식,16565,37.2590204,127.0220224
수원시,딱!,2972100216,경기도 수원시 권선구 매실로53번길 7,경기도 수원시 권선구 호매실동 392-5번지 1층102호 딱!,치킨,16400,37.268104,126.9566733
수원시,알찜의정석,2182308918,경기도 수원시 권선구 세지로94번길 15-3,경기도 수원시 권선구 권선동 977-6번지 102호,"찜·탕,프랜차이즈",16564,37.2599918,127.0192759
수원시,보영만두 북문본점,1352604239,경기도 수원시 장안구 팔달로 271,경기도 수원시 장안구 영화동 282-3번지 1층,"분식,프랜차이즈,픽업",16269,37.2895826,127.0143832
수원시,보영만두 성대직영점,2271262002,경기도 수원시 장안구 화산로233번길 30,경기도 수원시 장안구 율전동 292-3번지 1층,"분식,프랜차이즈",16360,37.2984444,126.9705026
수원시,보영만두영통직영점,1352779794,경기도 수원시 영통구 청명남로28번길 2,경기도 수원시 영통구 영통동 1009-1번지 아이텐텐빌딩 105호,"분식,프랜차이즈,픽업",16705,37.251904,127.0752459
수원시,송가네쭈꾸미,1352990148,경기도 수원시 영통구 산남로 8,경기도 수원시 영통구 매탄동 834-16번지 1층,한식,16541,37.264348,127.0473305
수원시,모박사부대찌개(삼성점),1242844384,경기도 수원시 영통구 삼성로 180,경기도 수원시 영통구 매탄동 414-31번지 2층,"찜·탕,프랜차이즈",16676,37.2590158,127.0579631
수원시,부라더쿡 스테이크하우스 본점,6565500477,경기도 수원시 권선구 오목천로 31,경기도 수원시 권선구 오목천동 431-1번지 로뎀프라자 104호,피자·양식,16636,37.2403197,126.965836
수원시,가장 맛있는 족발 신동점,8562900705,경기도 수원시 영통구 권선로908번길 22,"경기도 수원시 영통구 신동 932-4번지 1층 103,104호","족발·보쌈,프랜차이즈,픽업",16683,37.2479426,127.0449931
수원시,네오피자 수원1호점&뉴욕쟁이디저트권선점,7153100483,경기도 수원시 권선구 경수대로338번길 26,경기도 수원시 권선구 권선동 1057-7번지 1층,피자·양식,16566,37.2562062,127.0237994
수원시,배터지는 생동까스  우만점,1352437721,경기도 수원시 팔달구 경수대로692번길 43,경기도 수원시 팔달구 우만동 476-21번지 1층,"일식·돈까스,프랜차이즈,픽업",16233,37.2881361,127.0289344
수원시,피자스쿨 화서점,1352496787,경기도 수원시 팔달구 덕영대로 695,경기도 수원시 팔달구 화서동 644-8번지 화서프라자 106호,"프랜차이즈,피자·양식",16435,37.2847221,126.9903293
수원시,건강밥상 태양촌,5701400281,경기도 수원시 장안구 만석로 207,경기도 수원시 장안구 송죽동 444-1번지 1층 태양촌,한식,16300,37.3049678,127.0010142
수원시,이쿠라멘&돈카츠,1390713291,경기도 수원시 장안구 덕영대로417번길 82,경기도 수원시 장안구 율전동 142-6번지 101호,일식·돈까스,16356,37.3041233,126.9685445
수원시,자연임실치즈피자,3962301160,,"경기도 수원시 권선구 권선동 1265번지 보성,유원아파트 지하 2호",피자·양식,16560,37.2489996,127.0294601
수원시,돼지게티 권선점,1772601099,경기도 수원시 권선구 권선로694번길 26,경기도 수원시 권선구 권선동 1035번지 수원시청역SKVIEW 110동 2층 203호,"프랜차이즈,피자·양식",16567,37.2583721,127.0266727
수원시,코코호도영통역점,3366400371,경기도 수원시 영통구 매영로345번길 7,경기도 수원시 영통구 영통동 961-6번지 코코호도영통역점,"카페,프랜차이즈",16703,37.2527717,127.0708997
수원시,대학통닭,1235200068,경기도 수원시 팔달구 인계로124번길 34,경기도 수원시 팔달구 인계동 1033-11번지 1층,치킨,16489,37.2660669,127.0304366
수원시,훈장골 수원점,1245170895,경기도 수원시 권선구 칠보로 146,경기도 수원시 권선구 호매실동 1363번지 4층,"픽업,한식",16401,37.2655538,126.9548759
수원시,오묘한연어,8462000651,경기도 수원시 팔달구 권광로364번길 9,경기도 수원시 팔달구 우만동 125-2번지 에드빌 1층,"일식·돈까스,픽업",16496,37.2792218,127.0382173
수원시,떡순튀 본점,4572601016,경기도 수원시 팔달구 권선로 739,경기도 수원시 팔달구 인계동 1135-1번지 벨로시티 104호,"분식,프랜차이즈,픽업",16491,37.2581503,127.0321209
수원시,처갓집양념치킨 수원정자점,7661101240,경기도 수원시 장안구 대평로90번길 46,경기도 수원시 장안구 정자동 874-1번지 109호 처갓집양념치킨 수원정자점,"치킨,프랜차이즈,픽업",16334,37.296912,126.995268
수원시,이화수전통육개장 & 보쌈전골 평동점,8324500204,경기도 수원시 권선구 세화로 86,경기도 수원시 권선구 평동 21-171번지 이화수평동점,"족발·보쌈,프랜차이즈,픽업",16596,37.260695,126.9975848
수원시,흑산도홍어,2111527675,경기도 수원시 권선구 일월천로4번길 49-10,경기도 수원시 권선구 구운동 912-8번지 1층,일식·돈까스,16413,37.2830052,126.9749201
수원시,낙지의품격,5158702103,경기도 수원시 영통구 매영로248번길 36-16,경기도 수원시 영통구 원천동 406번지 1층 101호,한식,16675,37.25965,127.063677
수원시,상그릴라 레스토랑,1358631521,경기도 수원시 영통구 아주로 46,경기도 수원시 영통구 원천동 18-1번지 아록빌딩 3층,아시안,16502,37.2788029,127.0440855
수원시,골뱅이앤전,2030162349,경기도 수원시 영통구 영통로218번길 58,경기도 수원시 영통구 영통동 974-5번지 진선빌딩 101호 골뱅이앤전,한식,16698,37.2468384,127.0605148
수원시,제육대가 영통점,7351501322,경기도 수원시 영통구 덕영대로1673번길 14,경기도 수원시 영통구 영통동 990-11번지 1층 제육대가,"프랜차이즈,한식",16702,37.2481601,127.0743874
수원시,지코바치킨 인계점,6470202271,경기도 수원시 팔달구 장다리로 195,경기도 수원시 팔달구 인계동 982-11번지 109호 지코바치킨 인계점,"치킨,프랜차이즈,픽업",16476,37.2674867,127.0248111
수원시,해물복단지,8591901169,경기도 수원시 권선구 세지로42번길 15,경기도 수원시 권선구 세류동 1088-11번지 해물복단지,한식,16579,37.2558819,127.0171707
수원시,멕시카나(수원한일타운점),1352665181,경기도 수원시 장안구 경수대로994번길 49,경기도 수원시 장안구 송죽동 73번지 현광프라자 103호,"치킨,프랜차이즈",16298,37.3075784,127.0044951
수원시,누리찜 돼지갈비찜 김치찜 서수원점,1245118282,경기도 수원시 권선구 고색로 46,경기도 수원시 권선구 고색동 60-4번지 103호,찜·탕,16649,37.249865,126.9819495
수원시,파리바게뜨 수원정자로얄점,7500600636,경기도 수원시 장안구 송원로 20,"경기도 수원시 장안구 송죽동 517번지 수원 아너스빌 위즈 107,108호","카페,프랜차이즈",16307,37.2970949,127.006561
수원시,메가커피 수원송죽점,6760501932,경기도 수원시 장안구 송원로 1,경기도 수원시 장안구 송죽동 397번지 1층,"카페,프랜차이즈",16306,37.2961213,127.0043785
수원시,다루마,6662400709,경기도 수원시 권선구 탑동로 18,경기도 수원시 권선구 탑동 843-6번지 1층,일식·돈까스,16607,37.2705309,126.9751308
수원시,오리엔탈가든,8663300989,경기도 수원시 장안구 만석로19번길 11-7,경기도 수원시 장안구 천천동 528-3번지 대일프라자 111호,피자·양식,16329,37.2954908,126.9834194
수원시,돈스조아,1352249825,경기도 수원시 장안구 조원로 100-1,경기도 수원시 장안구 조원동 729-12번지 1층,일식·돈까스,16282,37.301772,127.0150157
수원시,배스킨라빈스 수원율전점,8563300866,경기도 수원시 장안구 서부로2181번길 4,경기도 수원시 장안구 율전동 99-10번지 주상빌딩 1층 101호,"카페,프랜차이즈",16357,37.3030957,126.9725575
수원시,큰맘할매순대국 수원성대점,1245297829,경기도 수원시 장안구 서부로 2131,경기도 수원시 장안구 율전동 285-6번지 7호,"프랜차이즈,한식",16360,37.298981,126.971582
수원시,파리바게뜨(장안구청점),1352781932,경기도 수원시 장안구 송원로 81,경기도 수원시 장안구 조원동 898-1번지 메가플러스2차 1층 115호,"카페,프랜차이즈",16295,37.3021627,127.0092247
