sigun_nm,faclt_no,play_si_desc,instl_ymd,instl_plc,publ_prvate_div_nm,inoutdr_div_nm,refine_zipno,refine_road_nm_addr,refine_lotno_addr,refine_wgs84_lat,refine_wgs84_logt
가평군,566090,청운 2차 아파트 야외놀이시설,20181009,주택단지,공공,실외,12415,경기도 가평군 가평읍 경반안로 12,경기도 가평군 가평읍 경반리 21-7,,
가평군,577185,남이섬 어린이집 실외놀이터,20210208,어린이집,민간,실외,12422,경기도 가평군 가평읍 북한강변로 1007-34,경기도 가평군 가평읍 달전리 152번지,37.802765094,127.5230711998
가평군,579055,어린이 음악놀이터 놀이체험시설,20210720,아동복지시설,공공,실내,,,경기도 가평군 가평읍 대곡리 214-3,,
가평군,576281,어린이 음악놀이터 실외놀이터,20201231,도시공원,공공,실외,12420,경기도 가평군 가평읍 중앙로 10,경기도 가평군 가평읍 대곡리 241-3,37.8263991772,127.5132608085
가평군,1004429,자라섬 놀이터,20250221,야영장,공공,실외,12421,경기도 가평군 가평읍 자라섬로 60,경기도 가평군 가평읍 대곡리 27-14번지,37.8208729784,127.5209975367
가평군,527247,홍익어린이집 옥상놀이터,20111212,어린이집,민간,실외,12417,경기도 가평군 가평읍 석봉로153번길 16,경기도 가평군 가평읍 대곡리 285-13,37.8286978976,127.5094999059
가평군,520909,우림필유아파트102동어린이놀이터,20061226,주택단지,민간,실외,12416,경기도 가평군 가평읍 문화로 112,경기도 가평군 가평읍 대곡리 360,37.8235153293,127.5094651535
가평군,588683,가평 자이 어린이놀이터2,20230615,주택단지,민간,실외,12416,,경기도 가평군 가평읍 대곡리 389-1 가평 자이 105동 앞,,
가평군,589196,어린이공원,20230620,도시공원,공공,실외,12416,,경기도 가평군 가평읍 대곡리 390-2 어린이공원,,
가평군,588089,가평자이 103동 앞 어린이놀이터1,20230501,주택단지,민간,실외,12416,,경기도 가평군 가평읍 대곡리 390-2번지,,
가평군,588088,가평자이 101동 앞 어린이놀이터3,20230501,주택단지,민간,실외,12416,,경기도 가평군 가평읍 대곡리 390-2번지,,
가평군,520917,선힐하이뷰아파트 놀이터,20071231,주택단지,민간,실외,12416,,경기도 가평군 가평읍 대곡리 402-1번지 가평선힐아파트,37.818729267,127.5102598794
가평군,534639,환두레어린이집 놀이시설,20120812,어린이집,민간,실외,12416,경기도 가평군 가평읍 석봉로3번길 68-15,경기도 가평군 가평읍 대곡리 442,37.8219383249,127.5043291248
가평군,588351,e편한세상 가평퍼스트원아파트 어린이집앞 유아놀이터,20230515,어린이집,민간,실외,12416,,경기도 가평군 가평읍 대곡리 480,,
가평군,588350,e편한세상 가평퍼스트원아파트 104동앞 어린이놀이터1,20230515,주택단지,민간,실외,12416,,경기도 가평군 가평읍 대곡리 480,,
가평군,587430,e편한세상 가평퍼스트원 어린이놀이터2(101동),20230411,주택단지,민간,실외,12416,,경기도 가평군 가평읍 대곡리 487,,
가평군,570475,청운1차아파트 어린이놀이터,20190830,주택단지,민간,실외,12408,경기도 가평군 가평읍 용추로 196,경기도 가평군 가평읍 승안리 273-7번지,37.8447136507,127.4888542789
가평군,590010,힐스테이트 가평 더 뉴 클래스 어린이놀이터1(105동~106동 사이),20230905,주택단지,민간,실외,,,경기도 가평군 가평읍 읍내리 2145,,
가평군,590011,힐스테이트 가평 더 뉴 클래스 어린이놀이터2(103동 앞),20230905,주택단지,민간,실외,12412,경기도 가평군 가평읍 가평제방길 233,경기도 가평군 가평읍 읍내리 215,37.835862937,127.5137625441
가평군,590602,가평읍 문화공원 15호 실외놀이터,20231027,도시공원,공공,실외,12412,,경기도 가평군 가평읍 읍내리 223-3번지 일원,,
가평군,2340,휴먼시아아파트 206동뒤 놀이터,20100728,주택단지,민간,실외,12412,경기도 가평군 가평읍 가화로 164,경기도 가평군 가평읍 읍내리 234(가평읍내 휴먼시아2단지 아파트),37.8347094333,127.5121258551
가평군,1415,가평읍내 주공아파트 놀이터,20091118,주택단지,민간,실외,12412,경기도 가평군 가평읍 가화로 142-26,경기도 가평군 가평읍 읍내리 270,37.832482914,127.5145119446
가평군,475,두손어린이집 놀이터,20090130,어린이집,민간,실외,12412,경기도 가평군 가평읍 정간내로19번길 22,경기도 가평군 가평읍 읍내리 273-7,37.8334653592,127.5144212233
가평군,583274,가평센트럴파크아파트 실외어린이놀이터,20220705,주택단지,민간,실외,12413,,경기도 가평군 가평읍 읍내리 457,,
가평군,573694,가평군육아종합지원센터 실내놀이시설,20200429,육아종합지원센터,공공,실내,12417,경기도 가평군 가평읍 석봉로191번길 19,경기도 가평군 가평읍 읍내리 574-2번지,37.831699403,127.5078297906
가평군,572305,한석봉어린이집 실외놀이시설,20191220,어린이집,공공,실외,12417,경기도 가평군 가평읍 석봉로191번길 19,경기도 가평군 가평읍 읍내리 574-2번지,37.831699403,127.5078297906
가평군,21684,가평어린이집 놀이터,20081120,어린이집,공공,실외,12413,경기도 가평군 가평읍 가화로 163,경기도 가평군 가평읍 읍내리 625-2번지,37.8337992141,127.5110120078
가평군,29498,예원어린이집 어린이놀이시설,20081211,어린이집,민간,실외,12412,경기도 가평군 가평읍 가화로 202,경기도 가평군 가평읍 읍내리 741-5번지,37.8368367954,127.5092850197
가평군,520913,파란채아파트 어린이놀이시설,20071101,주택단지,민간,실외,12414,,경기도 가평군 가평읍 읍내리 771-1번지 가평에이원파란채아파트,37.837530957,127.5071485165
가평군,579931,가평 읍내2지구 코아루아파트 어린이놀이시설,20210826,주택단지,민간,실외,12414,,경기도 가평군 가평읍 읍내리 870-2 가평 코아루아파트,,
가평군,581947,오드아이 키즈풀빌라 놀이시설,20220130,놀이제공영업소,민간,실내,12403,경기도 가평군 북면 멱골로 204-20,경기도 가평군 북면 목동리 561-8번지,37.9074944163,127.574294029
가평군,42218,목동도시공원 놀이터,20100608,도시공원,공공,실외,12403,경기도 가평군 북면 보안벚꽃길 4,경기도 가평군 북면 목동리 913번지,37.8889500766,127.5482886843
가평군,581945,바니힐 키즈풀빌라 401호 내의 놀이시설,20220130,놀이제공영업소,민간,실내,12406,경기도 가평군 북면 백둔로 510-60,경기도 가평군 북면 백둔리 455-2번지,37.9052554929,127.4536913941
가평군,581946,바니힐 키즈풀빌라 402호 내의 놀이시설,20220130,놀이제공영업소,민간,실내,12406,경기도 가평군 북면 백둔로 510-60,경기도 가평군 북면 백둔리 455-2번지,37.9052554929,127.4536913941
가평군,581944,바니힐 키즈풀빌라 302호 내의 놀이시설,20220130,놀이제공영업소,민간,실내,12406,경기도 가평군 북면 백둔로 510-60,경기도 가평군 북면 백둔리 455-2번지,37.9052554929,127.4536913941
가평군,581941,바니힐 키즈풀빌라 201호 내의 놀이시설,20220130,놀이제공영업소,민간,실내,12406,경기도 가평군 북면 백둔로 510-60,경기도 가평군 북면 백둔리 455-2번지,37.9052554929,127.4536913941
가평군,581934,바니힐 키즈풀빌라 101호 내의 놀이시설,20220130,놀이제공영업소,민간,실내,12406,경기도 가평군 북면 백둔로 510-60,경기도 가평군 북면 백둔리 455-2번지,37.9052554929,127.4536913941
가평군,581943,바니힐 키즈풀빌라 301호 내의 놀이시설,20220130,놀이제공영업소,민간,실내,12406,경기도 가평군 북면 백둔로 510-60,경기도 가평군 북면 백둔리 455-2번지,37.9052554929,127.4536913941
가평군,581942,바니힐 키즈풀빌라 202호 내의 놀이시설,20220130,놀이제공영업소,민간,실내,12406,경기도 가평군 북면 백둔로 510-60,경기도 가평군 북면 백둔리 455-2번지,37.9052554929,127.4536913941
가평군,510713,북면어린이집 어린이놀이터,20110601,어린이집,공공,실외,12407,경기도 가평군 북면 석장모루길 10,경기도 가평군 북면 이곡리 11-6번지,37.8793606849,127.5469974701
가평군,1003878,매봉관사 어린이놀이터,20241219,주택단지,공공,실외,12407,경기도 가평군 북면 석장모루길 38,경기도 가평군 북면 이곡리 13-86번지,37.8773321463,127.548463034
가평군,551421,또올래캠핑장놀이터,20150410,야영장,민간,실외,12400,경기도 가평군 북면 가화로 2745-70,경기도 가평군 북면 적목리 119-1번지,37.974698079,127.4476929453
가평군,573556,잠깨고풀빌라 내 실외놀이시설,20200424,자연휴양림,민간,실외,12400,경기도 가평군 북면 논남기길 14-2,경기도 가평군 북면 적목리 177-6번지,37.9694110967,127.4565771057
가평군,578756,강씨봉자연휴양림 숲속놀이시설,20210622,자연휴양림,공공,실외,12400,경기도 가평군 북면 논남기길 520,경기도 가평군 북면 적목리 산92번지,37.9686451597,127.4093980316
가평군,556820,티앤글램핑 내 놀이시설,20160727,식품접객업소,민간,실외,12405,경기도 가평군 북면 꽃넘이길 55,경기도 가평군 북면 제령리 534-3번지,37.8964921011,127.5256822983
가평군,559803,코끼리글램핑 어린이놀이터,20170504,야영장,민간,실외,12402,경기도 가평군 북면 화악산로 1217-2,경기도 가평군 북면 화악리 1007번지,37.9589069145,127.5269675883
가평군,557274,산장관광지 내 어린이놀이터,20160406,야영장,공공,실외,12446,경기도 가평군 상면 덕현산장길 73-93,경기도 가평군 상면 덕현리 20-7번지,37.7532962102,127.4111143144
가평군,1005246,와글플레이 놀이터,20250610,식품접객업소,민간,실외,12444,경기도 가평군 상면 조종로 937,경기도 가평군 상면 연하리 72번지,37.7972155691,127.354552404
가평군,40979,보람어린이집 놀이터,20091105,어린이집,민간,실외,12445,경기도 가평군 상면 청군로 961-41,경기도 가평군 상면 항사리 546-1번지,37.7974331474,127.3631277858
가평군,569571,가평군 환경성질환 예방관리센터 놀이시설,20190618,의료기관,공공,실외,12448,경기도 가평군 상면 축령로 289-126,경기도 가평군 상면 행현리 922-15번지,37.7722702662,127.3364449024
가평군,589425,늘푸른쉼터 실내놀이터,20230730,야영장,민간,실내,12473,경기도 가평군 설악면 어비산길 76,경기도 가평군 설악면 가일리 140-1번지,37.5973348429,127.4999887028
가평군,562694,국립유명산자연휴양림 산림복합체험센터 놀이시설,20180108,자연휴양림,공공,실외,12473,경기도 가평군 설악면 유명산길 79-53,경기도 가평군 설악면 가일리 산35번지,37.5929359062,127.4910626007
가평군,24782,청아빌라2차 어린이놀이터,20080718,주택단지,민간,실외,12466,,경기도 가평군 설악면 선촌리 25-1번지 청아빌라2차,37.6853331517,127.4986957496
가평군,544151,코아루아파트(103동) 놀이시설,20140219,주택단지,민간,실외,12466,,경기도 가평군 설악면 선촌리 663번지 북한강코아루,37.684188293,127.4937395761
가평군,544152,코아루아파트(104동)놀이시설,20140219,주택단지,민간,실외,12466,,경기도 가평군 설악면 선촌리 663번지 북한강코아루,37.684188293,127.4937395761
가평군,553752,천주청평수련원 어린이놀이시설,20151023,주택단지,민간,실외,12461,경기도 가평군 설악면 미사리로 267-33,경기도 가평군 설악면 송산리 432-1번지,37.6928572886,127.5219368601
가평군,554465,설악 국공립 어린이집 내 놀이터,20151218,어린이집,공공,실외,12467,경기도 가평군 설악면 한서로 18-16,경기도 가평군 설악면 신천리 156-5번지,37.6753732549,127.4949650435
가평군,1003976,미원놀이터,20241205,도시공원,공공,실외,12465,경기도 가평군 설악면 한양부로 24,경기도 가평군 설악면 신천리 499번지 또래문구,37.6805288122,127.4929346835
가평군,1005186,가평설악디엘본아파트 어린이놀이터2,20250602,주택단지,민간,실외,12467,경기도 가평군 설악면 신천중앙로 103,경기도 가평군 설악면 신천리 산45-27,37.6766259146,127.4914494804
가평군,1005187,가평설악디엘본아파트 어린이놀이터3,20250602,주택단지,민간,실외,12467,경기도 가평군 설악면 신천중앙로 103,경기도 가평군 설악면 신천리 산45-27,37.6766259146,127.4914494804
가평군,1005185,가평설악디엘본아파트 어린이놀이터1,20250602,주택단지,민간,실외,12467,경기도 가평군 설악면 신천중앙로 103,경기도 가평군 설악면 신천리 산45-27,37.6766259146,127.4914494804
가평군,28059,세종대왕어린이집 실외놀이터,20100309,어린이집,민간,실외,12437,경기도 가평군 조종면 조종새싹로 64,경기도 가평군 조종면 현리 222-11번지,37.8242565323,127.3485225201
가평군,40981,또래아이사랑어린이집 실내놀이터,20021002,어린이집,민간,실내,12437,경기도 가평군 조종면 조종새싹로 49,경기도 가평군 조종면 현리 232-3번지,37.8229676826,127.3485478795
가평군,525084,또래아이사랑어린이집 실외놀이터,20021002,어린이집,민간,실외,12437,경기도 가평군 조종면 조종새싹로 49,경기도 가평군 조종면 현리 232-3번지,37.8229676826,127.3485478795
가평군,554054,맹호어린이집 실외 조합놀이대,20151116,어린이집,공공,실외,12438,,경기도 가평군 조종면 현리 413-11번지 맹호아파트,37.8135221069,127.3509626021
가평군,553157,가평꿈에그린아파트 105동 뒤 놀이터,20150915,주택단지,공공,실외,12438,,경기도 가평군 조종면 현리 477-21번지 꿈에그린,37.8081718327,127.3515204291
가평군,588269,국공립조종하나어린이집 실외놀이터,20230526,어린이집,공공,실외,12437,경기도 가평군 조종면 조종희망로26번길 25,경기도 가평군 조종면 현리 567-25 조종하나 어린이집,37.8188188035,127.3534420005
가평군,1003159,수풀로 어린이놀이터,20240930,도시공원,공공,실외,12458,경기도 가평군 청평면 북한강로 2047,경기도 가평군 청평면 삼회리 177-2 이 주소 입니다,37.6995978318,127.392983097
가평군,559667,청평마이다스 리조트 키즈잼,20170420,놀이제공영업소,민간,실내,12458,경기도 가평군 청평면 북한강로 2245,경기도 가평군 청평면 삼회리 74-1번지,37.7142357751,127.4037520723
가평군,574045,가평 상천지구 농촌테마파크 어린이놀이터,20200505,도시공원,공공,실외,12449,경기도 가평군 청평면 상지로64번길 77,경기도 가평군 청평면 상천리 산392-1번지,37.7658058781,127.4587287642
가평군,520916,경남아너스빌 어린이놀이시설,20080208,주택단지,민간,실외,12451,,경기도 가평군 청평면 청평리 306번지 청평경남아너스빌,37.7418025737,127.4214113286
가평군,30014,청평어린이집 놀이터,20081118,어린이집,민간,실외,12452,경기도 가평군 청평면 잠곡로 59,경기도 가평군 청평면 청평리 349-2번지,37.7381096267,127.4252627547
가평군,31540,사랑의동산어린이집 놀이터,20091105,어린이집,민간,실외,12452,경기도 가평군 청평면 청평중앙로 39-1,경기도 가평군 청평면 청평리 470-12번지,37.7379521606,127.4188503899
가평군,985,청평 한일청구아파트 놀이터,20090813,주택단지,민간,실외,12451,,경기도 가평군 청평면 청평리 470-37번지 청평청구아파트,37.7381223484,127.4173180048
가평군,520911,세양청마루아파트 어린이놀이시설,20070530,주택단지,민간,실외,12451,,경기도 가평군 청평면 청평리 472번지 청평세양청마루아파트,37.739563907,127.4165105625
가평군,562580,이안지안스 청평아파트 놀이터(104동뒤),20180102,주택단지,민간,실외,12454,경기도 가평군 청평면 구청평로 20,경기도 가평군 청평면 청평리 657-1번지 이안지안스 청평,37.7294455762,127.4092022704
가평군,577937,청평어린이공원 어린이놀이터,20210415,도시공원,민간,실외,12453,,경기도 가평군 청평면 청평리 79-119,37.7352151528,127.4177126266
가평군,530774,청평삼성쉐르빌아파트107동앞놀이터,20120502,주택단지,민간,실외,12454,,경기도 가평군 청평면 청평리 837번지 청평삼성쉐르빌,37.7322718122,127.4160421041
가평군,530773,청평삼성쉐르빌아파트103동앞놀이터,20120502,주택단지,민간,실외,12454,,경기도 가평군 청평면 청평리 837번지 청평삼성쉐르빌,37.7322718122,127.4160421041
가평군,578075,아비엥또 키즈풀빌라 5,20210427,놀이제공영업소,민간,실내,12455,경기도 가평군 청평면 호명리길 58-3,경기도 가평군 청평면 호명리 176-1번지,37.7210830962,127.4622484734
가평군,580000,아비엥또 키즈풀빌라 1,20211013,놀이제공영업소,민간,실내,12455,경기도 가평군 청평면 호명리길 58-3,경기도 가평군 청평면 호명리 176-1번지,37.7210830962,127.4622484734
가평군,580002,아비엥또 키즈풀빌라 3,20211013,놀이제공영업소,민간,실내,12455,경기도 가평군 청평면 호명리길 58-3,경기도 가평군 청평면 호명리 176-1번지,37.7210830962,127.4622484734
가평군,580003,아비엥또 키즈풀빌라 4,20211013,놀이제공영업소,민간,실내,12455,경기도 가평군 청평면 호명리길 58-3,경기도 가평군 청평면 호명리 176-1번지,37.7210830962,127.4622484734
가평군,580001,아비엥또 키즈풀빌라 2,20211013,놀이제공영업소,민간,실내,12455,경기도 가평군 청평면 호명리길 58-3,경기도 가평군 청평면 호명리 176-1번지,37.7210830962,127.4622484734
가평군,578076,아비엥또 키즈 6,20210427,놀이제공영업소,민간,실내,12455,경기도 가평군 청평면 호명리길 58-3,경기도 가평군 청평면 호명리 176-1번지,37.7210830962,127.4622484734
가평군,578077,아비엥또 키즈 7,20210427,놀이제공영업소,민간,실내,12455,경기도 가평군 청평면 호명리길 58-3,경기도 가평군 청평면 호명리 176-1번지,37.7210830962,127.4622484734
고양시,545344,코레일고양어린이집,20140101,어린이집,민간,실외,10439,경기도 고양시 덕양구 행주로 108-1,경기도 고양시 덕양구 강매동 613-3번지,37.6115294238,126.8345037964
고양시,2192,화성 그린빌 아파트 어린이 놀이시설,20100707,주택단지,민간,실외,10275,,경기도 고양시 덕양구 고양동 103번지 화성아파트,37.7034314644,126.8987757453
고양시,529752,푸른마을 10단지 어린이 놀이시설 2,20091012,주택단지,민간,실외,10271,,경기도 고양시 덕양구 고양동 1121번지 푸른마을10단지아파트,37.7166593799,126.9034115724
고양시,529753,푸른마을 10단지 어린이 놀이시설 1,20091012,주택단지,민간,실외,10271,,경기도 고양시 덕양구 고양동 1121번지 푸른마을10단지아파트,37.7166593799,126.9034115724
고양시,16626,고양 삼성아파트 어린이 놀이시설 1,19981101,주택단지,민간,실외,10275,,경기도 고양시 덕양구 고양동 197번지 삼성아파트,37.7030995658,126.9026354293
고양시,16625,고양 삼성아파트 어린이 놀이시설 2,19981101,주택단지,민간,실외,10275,,경기도 고양시 덕양구 고양동 197번지 삼성아파트,37.7030995658,126.9026354293
고양시,573363,온더키친,20200408,식품접객업소,민간,실내,10275,경기도 고양시 덕양구 혜음로 29-2,경기도 고양시 덕양구 고양동 221번지,37.7034284982,126.9017365994
고양시,24354,시립고양어린이집 놀이터,20100210,어린이집,공공,실외,10275,경기도 고양시 덕양구 혜음로 19-11,경기도 고양시 덕양구 고양동 233-2번지 시립고양어린이집,37.7025516018,126.9012218214
고양시,520266,신임마누엘어린이집놀이터,20110307,어린이집,민간,실외,10275,경기도 고양시 덕양구 혜음로13번길 34,경기도 고양시 덕양구 고양동 239-9번지,37.7020836971,126.8996033973
고양시,1188,고양 현대아파트 어린이 놀이시설 3(102동),20071110,주택단지,민간,실외,10275,,경기도 고양시 덕양구 고양동 240-6번지 현대아파트,37.7011380974,126.899758494
고양시,1189,고양 현대아파트 어린이 놀이시설 2(105동),20071110,주택단지,민간,실외,10275,,경기도 고양시 덕양구 고양동 240-6번지 현대아파트,37.7011380974,126.899758494
고양시,1190,고양 현대아파트 어린이 놀이시설 1(201동),20071110,주택단지,민간,실외,10275,,경기도 고양시 덕양구 고양동 240-6번지 현대아파트,37.7011380974,126.899758494
고양시,531649,고양공원 어린이놀이터,20041201,도시공원,공공,실외,10274,,경기도 고양시 덕양구 고양동 30,37.7058368565,126.9003218618
고양시,28010,고양1호 어린이공원 놀이터,20001231,도시공원,공공,실외,10273,,경기도 고양시 덕양구 고양동 328,37.7047033306,126.8968928254
고양시,16629,고양 청구아파트 어린이 놀이시설 1,19971031,주택단지,민간,실외,10273,,경기도 고양시 덕양구 고양동 399번지 청구아파트,37.705898931,126.8965890039
고양시,16628,고양 청구아파트 어린이 놀이시설 2,19971031,주택단지,민간,실외,10273,,경기도 고양시 덕양구 고양동 399번지 청구아파트,37.705898931,126.8965890039
고양시,16627,고양 윤창아파트 어린이 놀이시설 1,19970801,주택단지,민간,실외,10273,,경기도 고양시 덕양구 고양동 414-1번지 윤창아파트,37.7061701326,126.8949872176
고양시,526782,고양 윤창아파트 어린이 놀이시설 2,20110701,주택단지,민간,실외,10273,,경기도 고양시 덕양구 고양동 414-1번지 윤창아파트,37.7061701326,126.8949872176
고양시,16647,우방유쉘 어린이 놀이시설 1,20070613,주택단지,민간,실외,10275,,경기도 고양시 덕양구 고양동 454번지 우방유쉘아파트,37.7005311736,126.8991621699
고양시,16646,우방유쉘 어린이 놀이시설 2,20070613,주택단지,민간,실외,10275,,경기도 고양시 덕양구 고양동 454번지 우방유쉘아파트,37.7005311736,126.8991621699
고양시,549198,푸른마을3단지 동익미라벨아파트 305동,20141202,주택단지,민간,실외,10270,,경기도 고양시 덕양구 고양동 719번지 푸른마을3단지아파트,37.7116184407,126.9029074099
고양시,16616,푸른마을3단지 동익미라벨아파트 304동,20040630,주택단지,민간,실외,10270,,경기도 고양시 덕양구 고양동 719번지 푸른마을3단지아파트,37.7116184407,126.9029074099
고양시,16615,푸른마을 2단지 어린이 놀이시설,20040901,주택단지,민간,실외,10270,,경기도 고양시 덕양구 고양동 720번지 푸른마을2단지아파트,37.7093893366,126.9041278751
고양시,1005303,크레파스 키즈룸,20250617,놀이제공영업소,민간,실내,10270,경기도 고양시 덕양구 푸른마을로 6,경기도 고양시 덕양구 고양동 721번지 (고양 e PLAZA) 2층 208호,37.7089058015,126.9029745554
고양시,16620,푸른마을 6단지 어린이 놀이시설,20070408,주택단지,민간,실외,10270,,경기도 고양시 덕양구 고양동 724번지 푸른마을6단지아파트,37.7129091056,126.9050413759
고양시,30358,고양 2호 어린이공원내 놀이터,20090226,도시공원,공공,실외,10270,,경기도 고양시 덕양구 고양동 729,37.7112723503,126.9035561269
고양시,16619,푸른마을 5단지 501동 어린이 놀이시설,20070225,주택단지,민간,실외,10270,,경기도 고양시 덕양구 고양동 730번지 푸른마을5단지아파트,37.712835823,126.906596311
고양시,16618,푸른마을 5단지 508동 놀이시설,20070225,주택단지,민간,실외,10270,,경기도 고양시 덕양구 고양동 730번지 푸른마을5단지아파트,37.712835823,126.906596311
고양시,16617,푸른마을 4단지 어린이 놀이시설,20080901,주택단지,민간,실외,10270,,경기도 고양시 덕양구 고양동 734번지 푸른마을4단지아파트,37.7112439593,126.9054971592
고양시,25416,푸른마을 1단지 어린이 놀이시설 2,20080905,주택단지,민간,실외,10270,,경기도 고양시 덕양구 고양동 735번지 푸른마을1단지아파트,37.7091892759,126.9037777802
고양시,25529,푸른마을 1단지 어린이 놀이시설 1,20080905,주택단지,민간,실외,10270,,경기도 고양시 덕양구 고양동 735번지 푸른마을1단지아파트,37.7091892759,126.9037777802
고양시,40802,고양3호 어린이공원(푸른마을10단지) 놀이터,20091026,도시공원,공공,실외,10270,,경기도 고양시 덕양구 고양동 742번지(푸른마을10단지앞 어린이공원),,
고양시,2586,푸른마을 7단지 어린이 놀이시설 1,20100916,주택단지,민간,실외,10270,,경기도 고양시 덕양구 고양동 752번지 푸른마을7단지아파트,37.7114705608,126.9039637191
고양시,2585,푸른마을 7단지 어린이 놀이시설 2,20100916,주택단지,민간,실외,10270,,경기도 고양시 덕양구 고양동 752번지 푸른마을7단지아파트,37.7114705608,126.9039637191
고양시,513476,신성빌라 공공어린이놀이터,19890101,도시공원,공공,실외,10272,,경기도 고양시 덕양구 고양동 8-25,37.7097763023,126.901370629
고양시,23442,예일어린이집 놀이터,20080318,어린이집,민간,실외,10286,경기도 고양시 덕양구 통일로780번길 47,경기도 고양시 덕양구 관산동 1006번지,37.6901547875,126.864368806
고양시,544034,더퍼스트프라임 놀이시설,20140210,주상복합,민간,실외,10285,,경기도 고양시 덕양구 관산동 1015번지 더퍼스트프라임,37.6878475275,126.8660670827
고양시,587569,관산근린공원(숲속놀이터),20230418,도시공원,공공,실외,10285,경기도 고양시 덕양구 통일로742번길 33,경기도 고양시 덕양구 관산동 111-1,37.6893163736,126.8676878285
고양시,585030,관산근린공원,20221116,도시공원,공공,실외,10285,경기도 고양시 덕양구 통일로742번길 33,경기도 고양시 덕양구 관산동 112-20번지,37.6893163736,126.8676878285
고양시,32746,시립관산어린이집 놀이터,20090422,어린이집,공공,실외,10285,경기도 고양시 덕양구 통일로742번길 28,경기도 고양시 덕양구 관산동 115-4번지 시립관산어린이집,37.6886718864,126.8685212601
고양시,16632,유승아파트 어린이 놀이시설 1,20000429,주택단지,민간,실외,10285,,경기도 고양시 덕양구 관산동 126번지 유승아파트,37.6910524266,126.8687165767
고양시,16631,유승아파트 어린이 놀이시설 2,20000429,주택단지,민간,실외,10285,,경기도 고양시 덕양구 관산동 126번지 유승아파트,37.6910524266,126.8687165767
고양시,532334,관산동 허스아파트 D동 어린이놀이터,20111122,주택단지,민간,실외,10285,,경기도 고양시 덕양구 관산동 151번지 허스아파트,37.6895750515,126.8688652052
고양시,532335,관산동 허스아파트 A동 어린이놀이터,20111122,주택단지,민간,실외,10285,,경기도 고양시 덕양구 관산동 151번지 허스아파트,37.6895750515,126.8688652052
고양시,16630,새서울 아파트 어린이 놀이시설,19980701,주택단지,민간,실외,10285,,경기도 고양시 덕양구 관산동 178-57번지 새서울아파트,37.6881436721,126.8675049743
고양시,16440,관산동 공공어린이놀이터(207-20),19800101,도시공원,공공,실외,10287,,경기도 고양시 덕양구 관산동 207-20,37.6863628442,126.8626561287
고양시,38845,두포동 공공어린이 놀이터,19791231,도시공원,공공,실외,10266,,경기도 고양시 덕양구 관산동 449-1,37.7004531562,126.8617950996
고양시,32745,시립가장어린이집 놀이터,20090422,어린이집,공공,실외,10266,경기도 고양시 덕양구 동헌로9번길 21,경기도 고양시 덕양구 관산동 541-24번지,37.7055686796,126.8596086402
고양시,16441,가장동2 공공어린이놀이터(548-15),19800101,도시공원,공공,실외,10266,,경기도 고양시 덕양구 관산동 548-15,37.7067820973,126.8617703453
고양시,38849,고골공공어린이놀이터,19871231,도시공원,공공,실외,10265,,경기도 고양시 덕양구 관산동 672-25,37.7099002425,126.8557627694
고양시,38851,가장동1 공공어린이놀이터(관산동922-12),20100623,도시공원,공공,실외,10266,,경기도 고양시 덕양구 관산동 922-12,37.7065227731,126.8615215321
고양시,38531,관산동 신성아파트 어린이 놀이시설,20100709,주택단지,민간,실외,10287,,경기도 고양시 덕양구 관산동 981번지 신성아파트,37.6862115795,126.866897598
고양시,16633,관산 주공그린빌 어린이 놀이시설 5,20031020,주택단지,민간,실외,10286,,경기도 고양시 덕양구 관산동 996번지 주공그린빌아파트,37.6916530545,126.8647529996
고양시,16634,관산 주공그린빌 어린이 놀이시설 4,20031020,주택단지,민간,실외,10286,,경기도 고양시 덕양구 관산동 996번지 주공그린빌아파트,37.6916530545,126.8647529996
고양시,16637,관산 주공그린빌 어린이 놀이시설 1,20031020,주택단지,민간,실외,10286,,경기도 고양시 덕양구 관산동 996번지 주공그린빌아파트,37.6916530545,126.8647529996
고양시,16635,관산 주공그린빌 어린이 놀이시설 3,20031020,주택단지,민간,실외,10286,,경기도 고양시 덕양구 관산동 996번지 주공그린빌아파트,37.6916530545,126.8647529996
고양시,16636,관산 주공그린빌 어린이 놀이시설 2,20031020,주택단지,민간,실외,10286,,경기도 고양시 덕양구 관산동 996번지 주공그린빌아파트,37.6916530545,126.8647529996
고양시,552968,내유동 공공놀이터,20150904,도시공원,민간,실외,10264,경기도 고양시 덕양구 내유길 38-27,경기도 고양시 덕양구 내유동 277번지,37.7186455329,126.8544128661
고양시,566757,윗내유동 쌈지공원,20181206,도시공원,공공,실외,,,경기도 고양시 덕양구 내유동 422-1번지,37.7174634078,126.8497081492
고양시,541629,명지어린이집,20130829,어린이집,민간,실외,10264,경기도 고양시 덕양구 통일로1108번길 169,경기도 고양시 덕양구 내유동 432-25번지,37.7149614863,126.8531967842
고양시,38852,응담마을 공공어린이놀이터,19851231,도시공원,공공,실외,10264,,"경기도 고양시 덕양구 내유동 436-6, 436-70",37.7173065571,126.8507742411
고양시,569400,고양시립내유어린이집 놀이시설,20190607,어린이집,공공,실외,10263,경기도 고양시 덕양구 유산길 96,경기도 고양시 덕양구 내유동 769-5번지,37.7312849241,126.8483906282
