sigun_nm,bizplc_nm,licensg_ymd,bsn_state_nm,clsbiz_ymd,multi_utlz_bizest_yn,swrm_yn,bathrm_cnt,sanittn_indutype_nm,sanittn_bizcond_nm,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt
의정부시,금오아쿠아월드사우나,20031120,폐업,20230320,Y,Y,2,,공동탕업+찜질시설서비스영업,경기도 의정부시 장곡로 620 (신곡동),경기도 의정부시 신곡동 763-1 ,11775,37.7503611,127.0716636
이천시,이천설봉온천랜드,20101207,영업,,Y,Y,2,,공동탕업+찜질시설서비스영업,경기도 이천시 애련정로 67-16 (주)이천설봉온천 (안흥동),경기도 이천시 안흥동 317-2 (주)이천설봉온천 ,17372,37.2768315,127.4514734
이천시,미지스파&휘트니스,20151106,폐업,20180308,Y,Y,2,,공동탕업+찜질시설서비스영업,"경기도 이천시 부발읍 경충대로2110번길 14-1, 3,4층","경기도 이천시 부발읍 아미리 737-16번지 (3층,4층) ",17332,37.2537561,127.4900089
파주시,명동사우나,20150211,영업,,Y,Y,2,,공동탕업+찜질시설서비스영업,"경기도 파주시 경의로 1080, 6,7층 (야당동)","경기도 파주시 야당동 1070 6,7층 ",10908,37.7138001,126.7599451
파주시,강남24시사우나,20181207,영업,,Y,N,0,,공동탕업+찜질시설서비스영업,"경기도 파주시 문산읍 방촌로 1695-21, 4층, 5층","경기도 파주시 문산읍 당동리 902 4층, 5층 ",10816,37.8648414,126.7819251
파주시,네이처스파,20190925,영업,,N,N,2,,공동탕업+찜질시설서비스영업,"경기도 파주시 교하로 677-20, 가동 (동패동)",경기도 파주시 동패동 1100-2 가동 ,10883,37.7089856,126.7043689
파주시,현대스파,20000816,영업,,N,Y,4,,공동탕업+찜질시설서비스영업,"경기도 파주시 중앙로 308, 지하동 2층호 (금촌동,외7필지)",경기도 파주시 금촌동 52-39 외7필지 지하동 2층호,10930,37.7634069,126.7756863
파주시,운정탐라랜드,20111201,영업,,N,Y,2,,공동탕업+찜질시설서비스영업,경기도 파주시 와석순환로 511 (와동동),"경기도 파주시 와동동 1426-1 덕진프라자 4,5,6 F ",10896,37.7245223,126.7622781
파주시,가야랜드,20030430,영업,,N,Y,6,,공동탕업+찜질시설서비스영업,"경기도 파주시 법원읍 사임당로 674 (,-15,-16,-17,-3,-4)","경기도 파주시 법원읍 가야리 330-14 ,-15,-16,-17,-3,-4 ",10827,37.8512496,126.8567251
파주시,태양사우나,20090908,영업,,N,Y,4,,공동탕업+찜질시설서비스영업,"경기도 파주시 청석로 266 (동패동,스타프라자 901, 1001호)","경기도 파주시 동패동 1695-4번지 스타프라자 901, 1001호 ",10874,37.7255421,126.717752
파주시,산내 불가마 사우나,20180221,영업,,Y,N,10,,공동탕업+찜질시설서비스영업,"경기도 파주시 청암로17번길 67, MD프라자 7,8,9층 (목동동)","경기도 파주시 목동동 949 MD프라자 7,8,9층 ",10892,37.7288459,126.7336043
파주시,청도훼미리랜드,20020605,영업,,N,Y,2,,공동탕업+찜질시설서비스영업,"경기도 파주시 문산읍 문산역로 107, 지하동 53호 (청도코아)",경기도 파주시 문산읍 문산리 17-25 청도코아 지하동 53호,10824,37.8557761,126.7866623
파주시,세양스파랜드,20041229,영업,,N,Y,2,,공동탕업+찜질시설서비스영업,"경기도 파주시 조리읍 통일로 317, 봉일천타워  6,7,8,9층",경기도 파주시 조리읍 봉일천리 210-35 봉일천타워 ,10937,37.7437235,126.8089188
파주시,(주)돈돈팜 솔로몬사우나,20150318,폐업,20240902,Y,N,6,,공동탕업+찜질시설서비스영업,"경기도 파주시 중앙로 328, 9층 (금촌동, 엠에이치타워)",경기도 파주시 금촌동 329-158 엠에이치타워 9층 ,10930,37.7648959,126.774525
파주시,운정스파렌드사우나,20121113,폐업,20230203,N,Y,2,,공동탕업+찜질시설서비스영업,경기도 파주시 경의로1240번길 39 (와동동),경기도 파주시 와동동 1469 ,10896,37.72835,126.7632615
파주시,팜스사우나,20171117,폐업,20240905,N,N,6,,공동탕업+찜질시설서비스영업,"경기도 파주시 송화로 11 (아동동, 169동 지하2층 )",경기도 파주시 아동동 283-10 팜스프링아파트 169동 지하2층 ,10851,37.7718882,126.7771478
파주시,호수불가마찜질방사우나,20010808,폐업,20240902,N,Y,2,,공동탕업+찜질시설서비스영업,"경기도 파주시 문산읍 문산로26번길 14, 102동 2-4호 (호수상가 1층)",경기도 파주시 문산읍 문산리 10-92 호수상가 1층 102동 2-4호,10823,37.8567108,126.7817653
평택시,자수정사우나,20020723,영업,,Y,N,2,,공동탕업+찜질시설서비스영업,경기도 평택시 통복시장2로 30-5 (통복동),경기도 평택시 통복동 88-4 ,17894,36.9957065,127.0864186
평택시,퍼펙트불한증막사우나,20030124,영업,,N,Y,2,,공동탕업+찜질시설서비스영업,경기도 평택시 평택로 197-2 (신대동),경기도 평택시 신대동 128 ,17828,37.0016092,127.0756982
평택시,천지보석사우나,20020927,영업,,Y,Y,2,,공동탕업+찜질시설서비스영업,"경기도 평택시 서정북로 68 (서정동,현대종합상가 2층)",경기도 평택시 서정동 788번지 현대종합상가 2층 ,17772,37.0702666,127.0571935
평택시,전통불한증막스파렉스사우나,20101006,영업,,N,Y,6,,공동탕업+찜질시설서비스영업,"경기도 평택시 포승읍 평택항로268번길 69 (5,6)층","경기도 평택시 포승읍 도곡리 1126-3 (5,6층) ",17955,36.9850994,126.8447533
평택시,조은찜질사우나,20021226,영업,,Y,Y,0,,공동탕업+찜질시설서비스영업,경기도 평택시 송탄로 65 (이충동),경기도 평택시 이충동 518-3 ,17784,37.0510416,127.0554383
평택시,하늘공원불한증막사우나,20070326,영업,,Y,Y,2,,공동탕업+찜질시설서비스영업,"경기도 평택시 경기대로 271 (비전동,(7,8층))","경기도 평택시 비전동 830-2 (7,8층) ",17885,36.995011,127.1127085
평택시,(주)헤르메스스포랜드,20250624,영업,,Y,Y,2,,공동탕업+찜질시설서비스영업,"경기도 평택시 청북읍 안청로2길 45, 3층 306호",경기도 평택시 청북읍 옥길리 1158-7 3층 306호,17808,37.0192467,126.9175982
평택시,헤르메스 사우나,20250624,영업,,Y,Y,2,,공동탕업+찜질시설서비스영업,"경기도 평택시 청북읍 안청로2길 45, 3층 306호",경기도 평택시 청북읍 옥길리 1158-7 3층 306호,17808,37.0192467,126.9175982
평택시,석문사우나,20070828,폐업,20100104,N,N,6,,공동탕업+찜질시설서비스영업,,경기도 평택시 신장동 267-148번지 외1필지 ,17767,37.0738569,127.0495988
평택시,신태산사우나,20031111,폐업,20230703,Y,N,2,,공동탕업+찜질시설서비스영업,"경기도 평택시 평택5로 134, 지층 (비전동)",경기도 평택시 비전동 828-1 ,17884,36.9978463,127.1086707
평택시,천둥산 랜드,20080731,폐업,20230106,N,Y,6,,공동탕업+찜질시설서비스영업,"경기도 평택시 안중읍 안현로서8길 57, 3층",경기도 평택시 안중읍 현화리 831 (3층) ,17944,36.9789601,126.9190964
평택시,미라클사우나,20060317,폐업,20230925,N,Y,2,,공동탕업+찜질시설서비스영업,"경기도 평택시 평택로 23, 5층,6층 (평택동)",경기도 평택시 평택동 194-3 ,17917,36.9896465,127.0883281
평택시,청옥사우나,20030324,폐업,20100108,N,Y,6,,공동탕업+찜질시설서비스영업,경기도 평택시 서정로268번길 6,경기도 평택시 서정동 850-7번지 ,17775,37.0652576,127.0628357
평택시,금강산사우나,20040303,폐업,20130514,N,N,2,,공동탕업+찜질시설서비스영업,경기도 평택시 통복시장로 20,경기도 평택시 통복동 93-12번지 ,17894,36.9969566,127.085569
평택시,제일종합스포츠센터,20020812,폐업,20191122,N,N,2,,공동탕업+찜질시설서비스영업,경기도 평택시 팽성읍 팽성송화로 63,경기도 평택시 팽성읍 송화리 120-4번지 ,17994,36.954269,127.0529813
평택시,현성첨성대 불한증막,20090507,폐업,20170628,Y,Y,4,,공동탕업+찜질시설서비스영업,경기도 평택시 팽성읍 팽성남산4길 108,경기도 평택시 팽성읍 남산리 11-24번지 ,,,
평택시,영광사우나,20030208,폐업,20120416,N,N,0,,공동탕업+찜질시설서비스영업,경기도 평택시 탄현1로 96,경기도 평택시 서정동 509-12번지 ,17771,37.0682613,127.0536843
평택시,그랜드사우나,20021102,폐업,20210312,Y,N,0,,공동탕업+찜질시설서비스영업,경기도 평택시 지산로 132 (지산동),경기도 평택시 지산동 579 ,17727,37.0811382,127.06954
포천시,포천24시 사우나,20231110,영업,,Y,N,2,,공동탕업+찜질시설서비스영업,"경기도 포천시 중앙로119번길 4, 포천예원프라자 5층 501호 (신읍동)",경기도 포천시 신읍동 43-18 (외2필지)포천예원프라자 5층 501호 ,11145,37.8975432,127.2026027
포천시,일동불가마,20190722,영업,,N,N,0,,공동탕업+찜질시설서비스영업,"경기도 포천시 일동면 화동로 1037, 일동코아 1층",경기도 포천시 일동면 기산리 89-3 일동코아 ,11116,37.9562337,127.3161743
하남시,웰빙탕,20041007,영업,,N,N,0,,공동탕업+찜질시설서비스영업,"경기도 하남시 신장로 156 (덕풍동,6층. 7층)",경기도 하남시 덕풍동 394-1 6층. 7층 ,12969,37.5399298,127.2019461
하남시,아쿠아필드 하남,20160830,영업,,Y,N,9,,공동탕업+찜질시설서비스영업,"경기도 하남시 미사대로 750, 2,3층 (신장동, 스타필드 하남 쇼핑센터)","경기도 하남시 신장동 616 스타필드 하남 쇼핑센터 2,3층 ",12942,37.5454181,127.2237611
하남시,주심유황참숯가마,20080812,영업,,Y,Y,2,,공동탕업+찜질시설서비스영업,경기도 하남시 초광로 169 (초이동),"경기도 하남시 초이동 310 1,2,3 층 ",12986,37.5353428,127.1749577
하남시,더 케이스파,20041007,영업,,N,N,0,,공동탕업+찜질시설서비스영업,"경기도 하남시 신장로 156 (덕풍동,6층. 7층)",경기도 하남시 덕풍동 394-1 6층. 7층 ,12969,37.5399298,127.2019461
하남시,워터캐슬 찜질스파&피트니스,20211001,영업,,Y,N,17,,공동탕업+찜질시설서비스영업,"경기도 하남시 미사대로 410, 미사강변 오벨리스크 지하1층 (망월동)",경기도 하남시 망월동 1143-1 미사강변 오벨리스크 ,12912,37.5669131,127.1971054
하남시,미사힐링스파,20190201,영업,,Y,Y,7,,공동탕업+찜질시설서비스영업,"경기도 하남시 미사강변중앙로170번길 10, 신성프라자  I 9,10층 (망월동)",경기도 하남시 망월동 1111번지 신성프라자  I ,12913,37.5614283,127.1918512
하남시,고골황토참숯가마,20070719,폐업,20210930,Y,N,2,,공동탕업+찜질시설서비스영업,"경기도 하남시 서하남로418번길 41, 1,2층 (춘궁동)","경기도 하남시 춘궁동 452-2 1,2층 ",13016,37.5194467,127.1863884
하남시,황산한증막사우나,20080814,폐업,20120813,N,Y,2,,공동탕업+찜질시설서비스영업,,경기도 하남시 풍산동 286번지 외3필지 ,,,
화성시,아센코리아라이프센터 태안점,20050124,영업,,N,N,2,,공동탕업+찜질시설서비스영업,"경기도 화성시 효행로 1051, 메인프라자 9층 901호 (진안동)",경기도 화성시 진안동 914-1 메인프라자 ,18398,37.2146333,127.0419699
화성시,하피랜드,20080417,영업,,N,N,2,,공동탕업+찜질시설서비스영업,경기도 화성시 팔탄면 시청로 888,경기도 화성시 팔탄면 율암리 483-26 ,18529,37.168573,126.8885202
화성시,송산24시사우나,20060508,영업,,N,Y,2,,공동탕업+찜질시설서비스영업,경기도 화성시 송산면 사강시장길25번길 14,경기도 화성시 송산면 사강리 693-5 ,18550,37.2137994,126.7340328
화성시,병점불한증막사우나,20041025,영업,,N,N,2,,공동탕업+찜질시설서비스영업,"경기도 화성시 병점로 37-6 (진안동,(메트로프라자 지하 1층))",경기도 화성시 진안동 524-1 (메트로프라자 지하 1층) ,18401,37.2109324,127.0383407
화성시,(주)관악 정문동 사우나,20200922,영업,,N,Y,2,,공동탕업+찜질시설서비스영업,,경기도 화성시 동탄구 청계동  510-390 정문동 2층 일부 ,,,
화성시,헤일로짐24시 스파&사우나 동탄청계점,20251230,영업,,N,N,0,,공동탕업+찜질시설서비스영업,"경기도 화성시 동탄구 동탄대로시범길 148-54, 지1층 B01호 일부호 (청계동)",경기도 화성시 동탄구 청계동  534-1 ,18476,37.2005656,127.1137229
화성시,병점불한증막사우나,20041025,영업,,N,N,2,,공동탕업+찜질시설서비스영업,"경기도 화성시 병점구 병점로 37-6 (진안동,(메트로프라자 지하 1층))",경기도 화성시 병점구 진안동  524-1 (메트로프라자 지하 1층) ,18401,37.2109324,127.0383407
화성시,아센코리아라이프센터 태안점,20050124,영업,,N,N,2,,공동탕업+찜질시설서비스영업,"경기도 화성시 병점구 효행로 1051, 메인프라자 9층 901호 (진안동)",경기도 화성시 병점구 진안동  914-1 메인프라자 ,18398,37.2146333,127.0419699
화성시,보보스 스파랜드&휘트니스,20051021,영업,,N,Y,4,,공동탕업+찜질시설서비스영업,"경기도 화성시 효행구 효행로 287 (기안동,외 4필지)",경기도 화성시 효행구 기안동  371-2 외 4필지 ,18337,37.2227355,126.9743463
화성시,구봉사우나,20051227,영업,,N,Y,2,,공동탕업+찜질시설서비스영업,"경기도 화성시 병점구 병점중앙로 87 (병점동, 외 15필지 태안병점 V-TOWN II 110호)",경기도 화성시 병점구 병점동  292 외 15필지 태안병점 V-TOWN II 110호 ,18414,37.206286,127.0418963
화성시,송산24시사우나,20060508,영업,,N,Y,2,,공동탕업+찜질시설서비스영업,경기도 화성시 만세구 송산면 사강시장길25번길 14,경기도 화성시 만세구 송산면 사강리 693-5 ,18550,37.2137994,126.7340328
화성시,하피랜드,20080417,영업,,N,N,2,,공동탕업+찜질시설서비스영업,경기도 화성시 만세구 팔탄면 시청로 888,경기도 화성시 만세구 팔탄면 율암리 483-26 ,18529,37.168573,126.8885202
화성시,향남힐링스파,20121214,영업,,N,Y,10,,공동탕업+찜질시설서비스영업,"경기도 화성시 만세구 향남읍 향남로 430-18 ((행정리 472-2,3호  4층 5층))",경기도 화성시 만세구 향남읍 행정리 472-3 4층 5층 ,18591,37.1326718,126.9230348
화성시,헤일로짐24시 스파&사우나 동탄청계점,20251230,영업,,N,N,0,,공동탕업+찜질시설서비스영업,"경기도 화성시 동탄대로시범길 148-54, 지1층 B01호 일부호 (청계동)",경기도 화성시 청계동 534-1 ,18476,37.2005656,127.1137229
화성시,구봉사우나,20051227,영업,,N,Y,2,,공동탕업+찜질시설서비스영업,"경기도 화성시 병점중앙로 87 (병점동, 외 15필지 태안병점 V-TOWN II 110호)",경기도 화성시 병점동 292 외 15필지 태안병점 V-TOWN II 110호 ,18414,37.206286,127.0418963
화성시,보보스 스파랜드&휘트니스,20051021,영업,,N,Y,4,,공동탕업+찜질시설서비스영업,"경기도 화성시 효행로 287 (기안동,외 4필지)",경기도 화성시 기안동 371-2 외 4필지 ,18337,37.2227355,126.9743463
화성시,향남힐링스파,20121214,영업,,N,Y,10,,공동탕업+찜질시설서비스영업,"경기도 화성시 향남읍 향남로 430-18 ((행정리 472-2,3호  4층 5층))",경기도 화성시 향남읍 행정리 472-3 4층 5층 ,18591,37.1326718,126.9230348
화성시,(주)관악 후문동 사우나,20200922,영업,,N,Y,2,,공동탕업+찜질시설서비스영업,,경기도 화성시 청계동 510-405 후문동 2층 일부 ,,37.1845478,127.1087244
화성시,(주)관악 정문동 사우나,20200922,영업,,N,Y,2,,공동탕업+찜질시설서비스영업,,경기도 화성시 청계동 510-390 정문동 2층 일부 ,,,
화성시,스카이사우나,20240719,영업,,N,N,4,,공동탕업+찜질시설서비스영업,"경기도 화성시 향남읍 상신하길로328번길 20, 8,9,10층","경기도 화성시 향남읍 하길리 1466-3 8,9,10층 ",18606,37.116577,126.912914
화성시,(주)관악 후문동 사우나,20200922,영업,,N,Y,2,,공동탕업+찜질시설서비스영업,,경기도 화성시 동탄구 청계동  510-405 후문동 2층 일부 ,,37.1845478,127.1087244
화성시,스카이사우나,20240719,영업,,N,N,4,,공동탕업+찜질시설서비스영업,"경기도 화성시 만세구 향남읍 상신하길로328번길 20, 8,9,10층","경기도 화성시 만세구 향남읍 하길리 1466-3 8,9,10층 ",18606,37.116577,126.912914
화성시,호수사우나,20250903,영업,,N,Y,6,,공동탕업+찜질시설서비스영업,"경기도 화성시 동탄구 동탄순환대로 15, DK프라자 2,4층 201,202,203,204,205,401호 (송동)",경기도 화성시 동탄구 송동  717-6 ,18497,37.1651325,127.0951837
화성시,정남숯가마,20100120,폐업,20191007,N,N,2,,공동탕업+찜질시설서비스영업,"경기도 화성시 정남면 만은동1길 63-8, 정남참숯가마",경기도 화성시 정남면 관항리 190-1 정남참숯가마 ,18520,37.1770948,126.9737502
화성시,"향남스파렌드(향남사우나,찜질방)",20080908,폐업,20210927,N,N,2,,공동탕업+찜질시설서비스영업,경기도 화성시 향남읍 3.1만세로 1124 (외 2필지),경기도 화성시 향남읍 평리 35-14 외 2필지 ,18593,37.1333729,126.9098232
화성시,병점온천 스파빌,20040206,폐업,20180831,N,N,,,공동탕업+찜질시설서비스영업,경기도 화성시 작현길 25 (송산동),경기도 화성시 송산동 100-9 ,18360,37.2078664,127.0176684
화성시,봉담 알카리사우나,20080908,폐업,20171228,N,Y,2,,공동탕업+찜질시설서비스영업,"경기도 화성시 봉담읍 동화길 85, 801호,901호 (이원타워)","경기도 화성시 봉담읍 동화리 599-2 이원타워 801호,901호",18302,37.2169485,126.9583366
화성시,정남숯가마,20100120,폐업,20191007,N,N,2,,공동탕업+찜질시설서비스영업,"경기도 화성시 효행구 정남면 만은동1길 63-8, 정남참숯가마",경기도 화성시 효행구 정남면 관항리 190-1 정남참숯가마 ,18520,37.1770948,126.9737502
화성시,워터밸리,20070703,폐업,20230411,Y,Y,2,,공동탕업+찜질시설서비스영업,"경기도 화성시 동탄구 동탄중심상가1길 8, 워터밸리 601일부,701,801,901호 (반송동)","경기도 화성시 동탄구 반송동  107-2 워터밸리 601일부호,701,801,901호 ",18455,37.2000888,127.0720094
화성시,"향남스파렌드(향남사우나,찜질방)",20080908,폐업,20210927,N,N,2,,공동탕업+찜질시설서비스영업,경기도 화성시 만세구 향남읍 3.1만세로 1124 (외 2필지),경기도 화성시 만세구 향남읍 평리 35-14 외 2필지 ,18593,37.1333729,126.9098232
화성시,봉담 알카리사우나,20080908,폐업,20171228,N,Y,2,,공동탕업+찜질시설서비스영업,"경기도 화성시 효행구 봉담읍 동화길 85, 801호,901호 (이원타워)","경기도 화성시 효행구 봉담읍 동화리 599-2 이원타워 801호,901호",18302,37.2169485,126.9583366
화성시,병점온천 스파빌,20040206,폐업,20180831,N,N,0,,공동탕업+찜질시설서비스영업,경기도 화성시 병점구 작현길 25 (송산동),경기도 화성시 병점구 송산동  100-9 ,18360,37.2078664,127.0176684
화성시,워터밸리,20070703,폐업,20230411,Y,Y,2,,공동탕업+찜질시설서비스영업,"경기도 화성시 동탄중심상가1길 8, 워터밸리 601일부,701,801,901호 (반송동)","경기도 화성시 반송동 107-2 워터밸리 601일부호,701,801,901호 ",18455,37.2000888,127.0720094
