sigun_nm,bizplc_nm,licensg_ymd,bsn_state_nm,clsbiz_ymd,multi_utlz_bizest_yn,tot_faclt_scale,sanittn_indutype_nm,sanittn_bizcond_nm,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt
시흥시,탐스피시,20201113,영업,,,,,기타 휴게음식점,"경기도 시흥시 신천로 95, 1층 일부호 (신천동)",경기도 시흥시 신천동 766-3 ,14949,37.4389808,126.7859917
시흥시,옛날우동덮밥,20120515,영업,,,,,중국식,"경기도 시흥시 월곶중앙로 90, 월곶동풍림1차아파트 제상가동동 1층 111-1호 (월곶동)",경기도 시흥시 월곶동 1010-4 월곶동풍림1차아파트 ,14964,37.3902457,126.7357544
시흥시,이삭토스트시흥목감점,20210518,영업,,,,,기타 휴게음식점,"경기도 시흥시 목감우회로 45, 한울플러스 1층 106호 (목감동)",경기도 시흥시 목감동 403-2 한울플러스 ,14985,37.3820288,126.8609131
시흥시,돈가스앤(&)파스타하우스,20161208,영업,,,,,식육(숯불구이),"경기도 시흥시 군자로 526, 207,208호 (거모동, 그랜드프라자)","경기도 시흥시 거모동 1756-4 그랜드프라자 207,208호 ",15070,37.3433773,126.7851931
시흥시,던킨시흥능곡,20210518,영업,,,,,기타 휴게음식점,"경기도 시흥시 승지로59번길 12, 시티타워 1층 107호 (능곡동)",경기도 시흥시 능곡동 722 시티타워 ,14995,37.3688925,126.8090289
시흥시,씨유은계럭스나인점,20210518,영업,,,,,편의점,"경기도 시흥시 은계중앙로 247, 1층 126호 일부호 (은행동)",경기도 시흥시 은행동 607 ,14923,37.44588,126.8032342
시흥시,카페미카,20210518,영업,,,,,커피숍,"경기도 시흥시 수인로2421번길 16, 1층 일부호 (논곡동)",경기도 시흥시 논곡동 240-13 ,14982,37.3933667,126.8556992
시흥시,본죽앤비빔밥시흥거모점,20210520,영업,,,,,한식,"경기도 시흥시 군자로 507, 군자프라자 1층 113호 (거모동)",경기도 시흥시 거모동 1757-1 군자프라자 ,15068,37.3447661,126.7853041
시흥시,디저트39시흥목감역점,20210716,영업,,,,,커피숍,"경기도 시흥시 목감둘레로 253-35, 1층 103호 (조남동)",경기도 시흥시 조남동 710-1 ,14986,37.3809857,126.8613738
시흥시,아무거나,20200420,영업,,,,,기타,"경기도 시흥시 군서로14번길 8, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1198-13 ,15052,37.3446319,126.7505213
시흥시,츄비스버거앤피자,20210409,영업,,,,,기타,"경기도 시흥시 거북섬4길 2, 퍼스트프라자 1층 103호 (정왕동)",경기도 시흥시 정왕동 2720 퍼스트프라자 ,15119,37.3236271,126.682039
시흥시,홍루이젠목감신도시점,20190620,영업,,,,,일반조리판매,"경기도 시흥시 수풀안길 14-22, 1층 105호 (조남동)",경기도 시흥시 조남동 711 ,14986,37.3812505,126.8620153
시흥시,카츠백정왕점,20130829,영업,,,,,한식,"경기도 시흥시 역전로313번길 4, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 2305-11 ,15025,37.35276,126.737467
시흥시,맘스터치시화신도시점,20070112,영업,,,,,통닭(치킨),경기도 시흥시 함송로14번길 5-16 (정왕동),경기도 시흥시 정왕동 1884-7 ,15020,37.3629045,126.7297644
시흥시,만남,20100528,영업,,,,,한식,"경기도 시흥시 군서로50번길 14, 1층 (정왕동)",경기도 시흥시 정왕동 1185-9 1층 ,15052,37.3471204,126.7477982
시흥시,집밥,20200528,영업,,,,,한식,"경기도 시흥시 거북섬5길 6, 2층 201, 202, 203, 204호 (정왕동)",경기도 시흥시 정왕동 2720-9 ,15119,37.3217706,126.6834022
시흥시,초심양꼬치,20080812,영업,,,,,중국식,"경기도 시흥시 군서로24번길 6, 1층 (정왕동)",경기도 시흥시 정왕동 1200-12 1층 ,15052,37.34505,126.7496365
시흥시,친구호프,20081104,영업,,,,,한식,"경기도 시흥시 정왕천로423번길 2-1, 1층 (정왕동)",경기도 시흥시 정왕동 1178-8 ,15052,37.3453759,126.7527154
시흥시,내고향왕만두,20190723,영업,,,,,한식,"경기도 시흥시 배곧4로 32-19, sk월드프라자 116호 (배곧동)",경기도 시흥시 배곧동 128 ,15010,37.3772853,126.7262402
시흥시,냉삼청춘,20150721,영업,,,,,호프/통닭,"경기도 시흥시 복지로 15, 123호 (신천동, 시흥5차푸르지오@상가)",경기도 시흥시 신천동 709-32 시흥5차푸르지오아파트상가 123호,14910,37.4414133,126.7872799
시흥시,오백년흑염소전문,20060919,영업,,,,,한식,"경기도 시흥시 오동마을로6번안길 1, 1층 (정왕동)",경기도 시흥시 정왕동 2319-7 1층 ,15049,37.3527734,126.7423559
시흥시,개성진찹쌀순대매화점,20180221,영업,,,,,한식,"경기도 시흥시 매화2로19번길 2, 1층 (매화동)",경기도 시흥시 매화동 221-38 ,14940,37.4168375,126.8123518
시흥시,호스시,20201112,영업,,,,,일식,"경기도 시흥시 서울대학로264번길 25, 시흥배곧 아브뉴프랑 센트럴 블루 1층 119호 (배곧동)",경기도 시흥시 배곧동 219 시흥배곧 아브뉴프랑 센트럴 블루 ,15011,37.3683599,126.7273257
시흥시,속초오징어어시장,20180219,영업,,,,,한식,"경기도 시흥시 목감전원로 38, 레이크썬 1층 105호 (산현동)",경기도 시흥시 산현동 491-1 레이크썬 105호,14989,37.3773406,126.8426326
시흥시,피자마루하상점,20180214,영업,,,,,기타,"경기도 시흥시 연성로 93, 금호프라자 1층 103호 (하상동)",경기도 시흥시 하상동 377-1 금호프라자 ,14977,37.3909771,126.8138647
시흥시,교촌치킨장현점,20210902,영업,,,,,호프/통닭,"경기도 시흥시 장현순환로 170, 1층 (장현동)",경기도 시흥시 장현동 516-1 ,14996,37.3725773,126.7980173
시흥시,파스필라,20171127,영업,,,,,한식,"경기도 시흥시 봉우재로51번길 4-5, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1836-2 ,15053,37.3476098,126.7453771
시흥시,1001양꼬치,20171124,영업,,,,,식육(숯불구이),"경기도 시흥시 정왕시장길 32, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1558-14 1층일부호,15058,37.3439171,126.7472543
시흥시,이디야빨간등대점,20210609,영업,,,,,커피숍,"경기도 시흥시 오이도로 195, 1층일부, 2층 (정왕동)",경기도 시흥시 정왕동 2030-15 ,15015,37.3435112,126.687265
시흥시,고잔냉삼능곡직영점,20190723,영업,,,,,한식,"경기도 시흥시 시흥대로268번길 51, 시흥능곡휴먼시아아파트 상가동 1층 105,106호 (능곡동)",경기도 시흥시 능곡동 800 시흥능곡휴먼시아아파트 ,14995,37.3638207,126.8126214
시흥시,소담촌능곡점,20171123,영업,,,,,한식,"경기도 시흥시 장현능곡로 192, 2층 (능곡동)",경기도 시흥시 능곡동 735 2층호,14995,37.3692303,126.8113184
시흥시,부부왕해물찜탕앤갈비찜,20171122,영업,,,,,한식,"경기도 시흥시 정왕대로27번길 29, 상가동 1층 101호 (정왕동)",경기도 시흥시 정왕동 1940-1 신동아아파트 ,15029,37.358983,126.7227922
시흥시,그때그시절포차,20171116,영업,,,,,호프/통닭,"경기도 시흥시 정왕천로411번길 36, 지하1층 (정왕동)",경기도 시흥시 정왕동 1188-11 ,15052,37.3462981,126.7488902
시흥시,국민정육점식당,20080811,영업,,,,,한식,경기도 시흥시 관곡지로 48 (하중동),경기도 시흥시 하중동 819-2 ,14975,37.4007271,126.7995512
시흥시,육회바른연어배곧점,20191029,영업,,,,,일식,"경기도 시흥시 해송십리로 472-12, 상가2동 지1층 119호 (배곧동, 시흥배곧신도시 이지더원1차 더 퍼스트)",경기도 시흥시 배곧동 14 시흥배곧신도시 이지더원1차 더 퍼스트 ,15010,37.38293,126.7307118
시흥시,진준필생칼국수,20200929,영업,,,,,한식,경기도 시흥시 엠티브이26로19번길 1 (주)에이스타워 1층 101호 (정왕동),경기도 시흥시 정왕동 2654-2 (주)에이스타워 ,15118,37.3209533,126.7023269
시흥시,빽다방시흥은행점,20200717,영업,,,,,커피숍,"경기도 시흥시 은행로155번길 5, 한솔빌딩 1층 103호 (은행동)",경기도 시흥시 은행동 530-5 한솔빌딩 ,14917,37.4445024,126.7989172
시흥시,7곡제면소시흥신천점,20171114,영업,,,,,한식,"경기도 시흥시 삼미시장4길 1, 1층 일부호 (신천동)",경기도 시흥시 신천동 761-4 ,14948,37.4388243,126.7839584
시흥시,오도로,20130621,영업,,,,,일식,"경기도 시흥시 중심상가로 198, 영남빌딩 201호 (정왕동)",경기도 시흥시 정왕동 1742-15 영남빌딩 201호,15066,37.3438318,126.7367557
시흥시,아지트,20101109,영업,,,,,호프/통닭,"경기도 시흥시 중심상가로 52 (정왕동, 301-302호)",경기도 시흥시 정왕동 1855-16 301-302호 ,15040,37.3518591,126.7236899
시흥시,전주콩나물국밥찌개나라,20210217,영업,,,,,한식,"경기도 시흥시 거북섬2길 5, 시흥시 MTV 프라자 4층 405호 (정왕동)",경기도 시흥시 정왕동 2703-6 시흥시 MTV 프라자 ,15119,37.325535,126.6777067
시흥시,문선생탄돈거북섬점,20210121,영업,,,,,식육(숯불구이),"경기도 시흥시 거북섬1길 4, 제일타운 1층 101호 (정왕동)",경기도 시흥시 정왕동 2703-8 제일타운 ,15119,37.3254318,126.6771322
시흥시,방태막국수물왕저수지점,19990111,영업,,,,,한식,경기도 시흥시 동서로 695 (광석동),경기도 시흥시 광석동 21-3 외1필지 ,14979,37.3851936,126.8238127
시흥시,앞뜰장작구이 마을,19990127,영업,,,,,한식,경기도 시흥시 호현로 294 (대야동),경기도 시흥시 대야동 33-3 ,14900,37.464778,126.7920449
시흥시,교동짬뽕,19990220,영업,,,,,중국식,"경기도 시흥시 호현로10번길 17, 2층 (신천동)",경기도 시흥시 신천동 708-13 한영빌딩 ,14910,37.4411296,126.7850782
시흥시,천년장어,19990223,영업,,,,,한식,경기도 시흥시 하우로 50 (대야동),경기도 시흥시 대야동 17-5 ,14900,37.4599735,126.7845144
시흥시,윤이불닭발시흥신천대야점,20210923,영업,,,,,식육(숯불구이),"경기도 시흥시 복지로43번길 19, 1층 일부호 (대야동)",경기도 시흥시 대야동 493 ,14909,37.4441595,126.7867903
시흥시,홍익돈까스시흥대야점,20210427,영업,,,,,분식,"경기도 시흥시 서해안로 1597, 2층 일부호 (대야동)",경기도 시흥시 대야동 376-50 ,14902,37.447741,126.7858293
시흥시,웨이브비어,20200928,영업,,,,,정종/대포집/소주방,"경기도 시흥시 거북섬4길 16, 더오션 1층 109호 (정왕동)",경기도 시흥시 정왕동 2720-6 더오션 ,15119,37.3225079,126.6831346
시흥시,서퍼스파라다이스(SURFERSPARADISE),20200820,영업,,,,,기타,"경기도 시흥시 거북섬5길 6, 3층 305,306,307,308호 (정왕동)",경기도 시흥시 정왕동 2690 ,15119,37.3217706,126.6834022
시흥시,치코치킨,19990311,영업,,,,,분식,경기도 시흥시 동서로 1090 (목감동),경기도 시흥시 목감동 240-2 ,14984,37.3860279,126.8603595
시흥시,또와요짬뽕,19990315,영업,,,,,탕류(보신용),경기도 시흥시 시흥대로 251 (군자동),경기도 시흥시 군자동 127-2 ,14997,37.3633952,126.806132
시흥시,미나봉테이블배곧신도시점,20210430,영업,,,,,기타,"경기도 시흥시 서울대학로 59-20, 빌텍까뮤지식산업센터 2층 213, 214호 (정왕동)",경기도 시흥시 정왕동 2587-2 빌텍까뮤지식산업센터 ,15012,37.3573201,126.7085365
시흥시,우리반점,19990401,영업,,,,,분식,경기도 시흥시 복지로93번길 8 (대야동),경기도 시흥시 대야동 442-10 ,14906,37.4482596,126.7911153
시흥시,충청도서천횟집,19990413,영업,,,,,횟집,"경기도 시흥시 월곶해안로 193 (월곶동,1015번지 26호 나동 100,121,99,120호)","경기도 시흥시 월곶동 1015-27 1015번지 26호 나동 100,121,99,120호 ",14963,37.3873321,126.7410142
시흥시,도깨비시절,20210503,영업,,,,,기타,"경기도 시흥시 수풀안길 19-30, 401동 3층 103호 (조남동, 시흥목감 호반베르디움 더클래스)",경기도 시흥시 조남동 721 시흥목감 호반베르디움 더클래스 ,14986,37.3789267,126.8640117
시흥시,전가네,19990501,영업,,,,,한식,"경기도 시흥시 월곶중앙로 39, 1층 일부호 (월곶동)",경기도 시흥시 월곶동 1015-17 ,14963,37.3878071,126.7405914
시흥시,맛을파는집,20160630,영업,,,,,한식,경기도 시흥시 복지로99번길 16 (대야동),경기도 시흥시 대야동 349-6 ,14906,37.448927,126.7911881
시흥시,잔치국수2000,19990506,영업,,,,,분식,경기도 시흥시 수인로3395번길 11 (신천동),경기도 시흥시 신천동 741-0 ,14948,37.4404945,126.7814329
시흥시,지성 양꼬치,20160708,영업,,,,,중국식,"경기도 시흥시 정왕천로408번길 23, 102호 (정왕동)",경기도 시흥시 정왕동 1518-4 102호,15051,37.3432027,126.7540014
시흥시,처갓집양념치킨(거모점),19990511,영업,,,,,패스트푸드,경기도 시흥시 군자로504번안길 12 (거모동),경기도 시흥시 거모동 1734-1 ,15071,37.3458274,126.7834425
시흥시,피자컴퍼니장현점,20210503,영업,,,,,"외국음식전문점(인도,태국등)","경기도 시흥시 장현서3길 4, 1층 일부호 (장현동)",경기도 시흥시 장현동 516-1 ,14996,37.3729439,126.7975169
시흥시,아코(Acoh),20210503,영업,,,,,기타,"경기도 시흥시 서울대학로264번길 25, 시흥배곧 아브뉴프랑 센트럴 블루 3층 321호 (배곧동)",경기도 시흥시 배곧동 219 시흥배곧 아브뉴프랑 센트럴 블루 ,15011,37.3683599,126.7273257
시흥시,장치붕의맵꼬만명태찜삼미시장점,19990512,영업,,,,,한식,경기도 시흥시 신천3길 16 (신천동),경기도 시흥시 신천동 735-2 ,14948,37.4393483,126.7841569
시흥시,명진회조개구이,19990528,영업,,,,,횟집,"경기도 시흥시 월곶해안로 181 (월곶동,29,30,35,36호)","경기도 시흥시 월곶동 1015-7 29,30,35,36호 ",14963,37.3878287,126.739744
시흥시,가마치통닭시흥거모점,20210614,영업,,,,,호프/통닭,"경기도 시흥시 군자로477번길 2, 1층 일부호 (거모동)",경기도 시흥시 거모동 1725-5 ,15068,37.3472716,126.7837675
시흥시,등촌샤브칼국수은계점,20210614,영업,,,,,한식,"경기도 시흥시 은계번영길 25, 미림프라자 3층 307,308호 (은행동)",경기도 시흥시 은행동 646-11 미림프라자 ,14922,37.4367806,126.8039629
시흥시,BHC배곧신도시점,20160714,영업,,,,,호프/통닭,"경기도 시흥시 배곧4로 30, 113호 (정왕동, 배곧타운1)",경기도 시흥시 배곧동 124번지 배곧타운1 113호,15010,37.3773385,126.7274821
시흥시,만나꼬마김밥,20160715,영업,,,,,분식,"경기도 시흥시 능곡중앙로 34, 101호 (능곡동, 휴먼시아상가)",경기도 시흥시 능곡동 787 휴먼시아상가 101호,14995,37.3668576,126.8125033
시흥시,고기듬뿍대왕비빔밥,20160720,영업,,,,,한식,"경기도 시흥시 정왕천로369번길 62-1, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1580 103호,15057,37.3450589,126.7439576
시흥시,차이나,19990609,영업,,,,,중국식,"경기도 시흥시 진말로3번길 22, 1층 (장곡동)",경기도 시흥시 장곡동 810-5 1층 ,15002,37.3778417,126.783059
시흥시,홍콩반점0410시흥대야점,20160322,영업,,,,,중국식,"경기도 시흥시 비둘기공원6길 16, 101호 (대야동)",경기도 시흥시 대야동 538 ,14912,37.4424717,126.7909099
시흥시,호미불닭발(&)피자마루(시흥점),20200814,영업,,,,,경양식,"경기도 시흥시 수인로3312번길 16, T동 지하2층 T235호 (대야동, 시흥 센트럴 푸르지오)",경기도 시흥시 대야동 693 시흥 센트럴 푸르지오 ,14911,37.4413231,126.7902764
시흥시,황금춘천닭갈비,19990621,영업,,,,,정종/대포집/소주방,"경기도 시흥시 장곡로53번길 17, 106호 (장곡동)",경기도 시흥시 장곡동 810-7 106호 ,15002,37.3779669,126.7828884
시흥시,할매순대국월곶점,20170904,영업,,,,,한식,"경기도 시흥시 월곶중앙로 71, 107-108호 (월곶동, 센타프라자)",경기도 시흥시 월곶동 1011-15 센타프라자 107-호,14963,37.3889758,126.7373037
시흥시,뚱단지,20200727,영업,,,,,중국식,"경기도 시흥시 정왕대로233번길 12, 평화빌딩 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1610-5 평화빌딩 ,15056,37.3460001,126.7403353
시흥시,미남계발,20170901,영업,,,,,호프/통닭,"경기도 시흥시 목감우회로 39, 117호 (목감동, 시티프라자)",경기도 시흥시 목감동 403 시티프라자 117호,14985,37.3819082,126.8602929
시흥시,힘찬장어,20170831,영업,,,,,한식,"경기도 시흥시 서울대학로278번길 19-8, 새롬프라자 208호 (배곧동)",경기도 시흥시 배곧동 193-2 새롬프라자 ,15011,37.3698358,126.7283496
시흥시,88켄터키치킨,20160331,영업,,,,,한식,"경기도 시흥시 새재로17번길 6, 해솔프라자 1층 105호 (장현동)",경기도 시흥시 장현동 547-6 해솔프라자 ,14998,37.381336,126.8021375
시흥시,던킨도너츠시흥하늘휴게소점,20171103,영업,,,,,고속도로,"경기도 시흥시 서울외곽순환고속도로 105, 2층 214호 (조남동)",경기도 시흥시 조남동 산 15-1 214호,14983,37.3838382,126.8554983
시흥시,만나꼬마김밥장곡점,20170831,영업,,,,,한식,"경기도 시흥시 장곡로53번길 17, 1층 일부호 (장곡동)",경기도 시흥시 장곡동 810-7 1층일부호,15002,37.3779669,126.7828884
시흥시,도일순대국,20160404,영업,,,,,한식,"경기도 시흥시 군자로477번길 2, 102호 (거모동)",경기도 시흥시 거모동 477-2 102호,15068,37.3472716,126.7837675
시흥시,미산자매식당,20160407,영업,,,,,호프/통닭,"경기도 시흥시 미산로 99, 1층층 (미산동)",경기도 시흥시 미산동 363-8 1 ,14944,37.4199712,126.7965241
시흥시,한끼의행복,20160411,영업,,,,,한식,"경기도 시흥시 장현능곡로 178, 201호 (능곡동)",경기도 시흥시 능곡동 719-201 ,14995,37.3696097,126.8099146
시흥시,미호담남원추어탕,20160419,영업,,,,,중국식,"경기도 시흥시 신천로 81, 105호 (신천동)",경기도 시흥시 신천동 763-11 105호,14949,37.4376096,126.7858012
시흥시,허스(HERS),20171117,영업,,,,,기타 휴게음식점,"경기도 시흥시 복지로53번길 34, 1층 일부호 (대야동)",경기도 시흥시 대야동 476-15 ,14905,37.4455887,126.7861437
시흥시,명태잡는어부,20160419,영업,,,,,한식,"경기도 시흥시 한우물로 30-1, 201호 (거모동)",경기도 시흥시 거모동 1733-10 201호,15071,37.3453727,126.7842597
시흥시,비에이치씨시흥월곶점(BHC),20160420,영업,,,,,호프/통닭,"경기도 시흥시 월곶해안로161번길 25, 102호 (월곶동)",경기도 시흥시 월곶동 1012-1 102호,14963,37.3884125,126.7352195
시흥시,통굴통굴,20110628,영업,,,,,정종/대포집/소주방,"경기도 시흥시 대골안길 94, 1층 (신천동)",경기도 시흥시 신천동 707-48 1층 ,14910,37.4418466,126.7858966
시흥시,그리다한잔,20160726,영업,,,,,정종/대포집/소주방,"경기도 시흥시 장곡로37번길 16-1, 105호 (장곡동)",경기도 시흥시 장곡동 817-4 105호,15002,37.3778318,126.7843919
시흥시,48블럭솥뚜껑삼겹살,20160809,영업,,,,,식육(숯불구이),"경기도 시흥시 서촌상가2길 30, 양남빌딩 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1731-8 양남빌딩 ,15036,37.3458941,126.7322866
시흥시,삼미감자탕,20160812,영업,,,,,한식,"경기도 시흥시 삼미시장4길 21, 1층 (신천동)",경기도 시흥시 신천동 756-6 1층 ,14948,37.4397071,126.7823787
시흥시,잔비쳐,20160816,영업,,,,,기타,"경기도 시흥시 군서로46번길 6-1, 1층 (정왕동)",경기도 시흥시 정왕동 1205-13 1층 ,15052,37.3463719,126.7477266
시흥시,영웅이네수산포차,20190725,영업,,,,,한식,"경기도 시흥시 월곶중앙로 71, 센타프라자 1층 105,106호 (월곶동)",경기도 시흥시 월곶동 1011-15 센타프라자 ,14963,37.3889758,126.7373037
시흥시,디빠,20200605,영업,,,,,기타,"경기도 시흥시 중심상가로 155, 금성프라자 3층 305호 (정왕동)",경기도 시흥시 정왕동 1728-17 금성프라자 ,15036,37.3464056,126.73332
시흥시,백소정시흥점,20190726,영업,,,,,한식,"경기도 시흥시 옥구상가4길 15, 202호 (정왕동)",경기도 시흥시 정왕동 1852-3 ,15040,37.351529,126.7214577
시흥시,밤을담은술집,20191204,영업,,,,,한식,"경기도 시흥시 서촌상가2길 25, 신아프라자 101호 (정왕동)",경기도 시흥시 정왕동 1731-17 신아프라자 101호,15036,37.3460058,126.7328386
시흥시,육대장대야점,20210218,영업,,,,,한식,"경기도 시흥시 서해안로 1597, 2층 일부호 (대야동)",경기도 시흥시 대야동 376-50 ,14902,37.447741,126.7858293
시흥시,빨간통피자조남점,20171214,영업,,,,,한식,"경기도 시흥시 수풀안길 14-7, 1층 일부호 (조남동)",경기도 시흥시 조남동 714-1 ,14986,37.3816279,126.863458
시흥시,복호두,20180913,영업,,,,,정종/대포집/소주방,"경기도 시흥시 해송십리로 472-12, 상가2동 113호 (정왕동, 시흥배곧신도시 이지더원1차 더 퍼스트)",경기도 시흥시 정왕동 2383 시흥배곧신도시 이지더원1차 더 퍼스트 ,15010,37.38293,126.7307118
시흥시,호란,20210420,영업,,,,,기타,"경기도 시흥시 은계호수로 31, 그린타워 지하1층 B06,07호 (은행동)",경기도 시흥시 은행동 611-1 그린타워 ,14923,37.444511,126.8034165
시흥시,60계치킨시흥은행점,20210805,영업,,,,,호프/통닭,"경기도 시흥시 은행로149번길 6, 1층 일부호 (은행동)",경기도 시흥시 은행동 530-4 ,14917,37.4443228,126.7990206
시흥시,제이비키친,20140417,영업,,,,,호프/통닭,"경기도 시흥시 복지로43번길 23, 1층 (대야동)",경기도 시흥시 대야동 494-20 ,14909,37.444239,126.7865295
시흥시,조수자김치마을,20181105,영업,,,,,한식,"경기도 시흥시 도일로 110-2, 2층 201호 (거모동)",경기도 시흥시 거모동 1658-25 시흥빌딩 ,15069,37.3403238,126.7840593
시흥시,제육대가시흥시청점,20211102,영업,,,,,한식,"경기도 시흥시 상직길 9, 상가동 1층 102호 (하상동, 태평아파트)",경기도 시흥시 하상동 383 태평아파트 ,14977,37.389755,126.8129608
시흥시,송담추어탕,20070522,영업,,,,,식육(숯불구이),경기도 시흥시 월곶중앙로46번길 9 (월곶동),경기도 시흥시 월곶동 1005-9 ,14966,37.3891147,126.7406799
시흥시,진국,20200706,영업,,,,,한식,"경기도 시흥시 용부리길 5, 1층 (신천동)",경기도 시흥시 신천동 599-2 ,14958,37.4426284,126.769294
시흥시,얌샘김밥시흥배곧,20190801,영업,,,,,분식,"경기도 시흥시 배곧4로 95, 1층 110호 (정왕동)",경기도 시흥시 정왕동 1772-31 지음프라자 ,15010,37.374244,126.7339742
시흥시,카페15번지,20170627,영업,,,,,기타 휴게음식점,"경기도 시흥시 조남길 15, 2층 202호 (목감동)",경기도 시흥시 목감동 243 202호,14984,37.3831259,126.8604406
시흥시,시아북카페시흥배곧점,20210628,영업,,,,,기타 휴게음식점,"경기도 시흥시 서울대학로264번길 7, 시흥배곧 아브뉴프랑 센트럴 퍼플 3층 A-345호 (배곧동)",경기도 시흥시 배곧동 220 시흥배곧 아브뉴프랑 센트럴 퍼플 ,15011,37.3691267,126.7260417
시흥시,선녀네포차,20160816,영업,,,,,정종/대포집/소주방,"경기도 시흥시 삼미시장4길 27-1, 1층 (신천동)",경기도 시흥시 신천동 756-11 ,14948,37.4399822,126.7816639
시흥시,옥이네주물럭,19990723,영업,,,,,한식,"경기도 시흥시 함송로13번길 6-7 (정왕동, 101-102호)",경기도 시흥시 정왕동 1880-11 101-102호 ,15020,37.3640658,126.7309157
시흥시,옛날통닭(통통닭),20160817,영업,,,,,호프/통닭,"경기도 시흥시 정왕시장길 51, 101호 (정왕동)",경기도 시흥시 정왕동 1203 ,15052,37.3458093,126.7485677
시흥시,크라운호프,20160817,영업,,,,,기타,"경기도 시흥시 은행로 151, 드림빌딩 1층 101호 (은행동)",경기도 시흥시 은행동 530-2 드림빌딩 ,14917,37.4445221,126.7991996
시흥시,체리한식뷔페,20160819,영업,,,,,일식,"경기도 시흥시 둔대로 52-5, 1층 (광석동)",경기도 시흥시 광석동 503-4 ,14991,37.3837792,126.8083615
시흥시,옛날즉석김밥,19990728,영업,,,,,김밥(도시락),경기도 시흥시 동서로 1083 (조남동),경기도 시흥시 조남동 171-11 ,14984,37.3856288,126.8598998
시흥시,북경반점,19990729,영업,,,,,중국식,"경기도 시흥시 대야로3번길 7, 102호 (대야동)",경기도 시흥시 대야동 489-18 102호 ,14909,37.4440855,126.787978
시흥시,청개구리호프,19990730,영업,,,,,호프/통닭,"경기도 시흥시 호현로 35, 1층 (신천동)",경기도 시흥시 신천동 704-27 ,14904,37.4435356,126.7849762
시흥시,만리장성,19990817,영업,,,,,중국식,"경기도 시흥시 시청로68번길 21-1, 1층 (장현동)",경기도 시흥시 장현동 530-5 1층 ,14998,37.3820358,126.8015889
시흥시,명륜진사갈비시흥능곡점,20190605,영업,,,,,식육(숯불구이),"경기도 시흥시 승지로60번길 17, 현대프라자 2층 207,208호 (능곡동)",경기도 시흥시 능곡동 758 현대프라자 ,14995,37.3687417,126.8125426
시흥시,5번지짬뽕,19990909,영업,,,,,중국식,경기도 시흥시 신현로 32 (포동),경기도 시흥시 포동 5 ,14957,37.4068021,126.7859582
시흥시,장터순대국,19991006,영업,,,,,한식,경기도 시흥시 동서로 1093 (조남동),경기도 시흥시 조남동 171-64 ,14984,37.3865228,126.8602085
시흥시,오이도조개92별관,19991011,영업,,,,,횟집,"경기도 시흥시 오이도로 133 (정왕동, 1-3층)",경기도 시흥시 정왕동 1972-1 1-3층 ,15015,37.3481142,126.6894621
시흥시,투다리꼬치구이(거모점),19991014,영업,,,,,호프/통닭,경기도 시흥시 한우물로 4 (거모동),경기도 시흥시 거모동 1756-8 ,15070,37.3429525,126.7850052
시흥시,광일가,19991105,영업,,,,,경양식,경기도 시흥시 마전로 444-1 (월곶동),경기도 시흥시 월곶동 315 ,15003,37.3725842,126.7796643
시흥시,제니래빗카페,20210610,영업,,,,,커피숍,"경기도 시흥시 섬말길 44, 1층 일부호 (장곡동)",경기도 시흥시 장곡동 23 ,14971,37.3868001,126.7858429
시흥시,씨유은계호반써밋점,20210610,영업,,,,,편의점,"경기도 시흥시 은계남로 12, 판매시설동 1층 188호 일부호 (은행동, 시흥은계 호반 써밋플레이스)",경기도 시흥시 은행동 644 시흥은계 호반 써밋플레이스 ,14922,37.4351025,126.8037071
시흥시,송도불향쭈꾸미,20160907,영업,,,,,한식,"경기도 시흥시 진말로9번길 2, 208호 (장곡동)",경기도 시흥시 장곡동 820-3 ,15002,37.378468,126.7852668
시흥시,강릉해변메밀막국수,20160913,영업,,,,,한식,경기도 시흥시 동서로 706-50 (물왕동),경기도 시흥시 물왕동 359-4 ,14993,37.3840123,126.8268845
시흥시,등대횟집,19991109,영업,,,,,횟집,"경기도 시흥시 오이도로 161 (정왕동, 1,2층)","경기도 시흥시 정왕동 2003-27 1,2층 ",15015,37.3464932,126.6883619
시흥시,한끼밥상,20160623,영업,,,,,한식,경기도 시흥시 새우개5길 8 (포동),경기도 시흥시 포동 67-147 ,14961,37.4045987,126.7734599
시흥시,달달한비어,20160919,영업,,,,,호프/통닭,"경기도 시흥시 신천1길 11, 1층 (신천동, 일부)",경기도 시흥시 신천동 757 ,14948,37.43943,126.7812849
시흥시,소래울토종순대국,20160920,영업,,,,,한식,"경기도 시흥시 시흥대로 1061, 1층 (신천동)",경기도 시흥시 신천동 889-5 1충 ,14951,37.430781,126.7923991
