기관명,분류,종별,주소,좌표X,좌표Y,전화번호,출처
주택단지,놀이체험시설,시화주공1단지관리동옆놀이터,경기도 시흥시 정왕동 1864번지 주공1단지아파트,126.7229149319,37.3569377915,,경기데이터드림
주택단지,놀이체험시설,시화주공1단지유아용어린이놀이터,경기도 시흥시 정왕동 1864번지 주공1단지아파트,126.7229149319,37.3569377915,,경기데이터드림
주택단지,놀이체험시설,시화주공1단지104동옆놀이터,경기도 시흥시 정왕동 1864번지 주공1단지아파트,126.7229149319,37.3569377915,,경기데이터드림
주택단지,놀이체험시설,한일아파트 어린이 놀이터(관리동옆),경기도 시흥시 정왕동 1865번지 한일아파트,126.7236536927,37.3586642524,,경기데이터드림
주택단지,놀이체험시설,한일아파트 어린이101동 놀이터,경기도 시흥시 정왕동 1865번지 한일아파트,126.7236536927,37.3586642524,,경기데이터드림
주택단지,놀이체험시설,한일아파트 어린이108동 놀이터,경기도 시흥시 정왕동 1865번지 한일아파트,126.7236536927,37.3586642524,,경기데이터드림
주택단지,놀이체험시설,(관리동)시화 영남5단지아파트,경기도 시흥시 정왕동 1866-6번지 영남5차아파트,126.7271864046,37.3555235897,,경기데이터드림
주택단지,놀이체험시설,(507동)시화영남5단지아파트,경기도 시흥시 정왕동 1866-6번지 영남5차아파트,126.7271864046,37.3555235897,,경기데이터드림
주택단지,놀이체험시설,건영7차아파트 관리실옆 놀이터,경기도 시흥시 정왕동 1867-1번지 옥구마을건영아파트,126.7244933906,37.3549741579,,경기데이터드림
주택단지,놀이체험시설,시화신호아파트 102동 앞 놀이터,경기도 시흥시 정왕동 1867-3번지 신호아파트,126.7255139016,37.3545572017,,경기데이터드림
주택단지,놀이체험시설,시화신호아파트 109동 뒤 놀이터,경기도 시흥시 정왕동 1867-3번지 신호아파트,126.7255139016,37.3545572017,,경기데이터드림
도시공원,놀이체험시설,서해공원 어린이 놀이시설,경기도 시흥시 정왕동 1867-4번지,126.7247245843,37.3547626555,,경기데이터드림
주택단지,놀이체험시설,시화주공2단지(212동 옆),경기도 시흥시 정왕동 1868번지 주공2단지아파트,126.7289225124,37.3535879667,,경기데이터드림
주택단지,놀이체험시설,시화주공2단지(207동 옆),경기도 시흥시 정왕동 1868번지 주공2단지아파트,126.7289225124,37.3535879667,,경기데이터드림
주택단지,놀이체험시설,시화주공2단지(219동),경기도 시흥시 정왕동 1868번지 주공2단지아파트,126.7289225124,37.3535879667,,경기데이터드림
주택단지,놀이체험시설,시화주공2단지(216동옆),경기도 시흥시 정왕동 1868번지 주공2단지아파트,126.7289225124,37.3535879667,,경기데이터드림
주택단지,놀이체험시설,시화주공2단지(203동 옆),경기도 시흥시 정왕동 1868번지 주공2단지아파트,126.7289225124,37.3535879667,,경기데이터드림
주택단지,놀이체험시설,시화주공3단지 관리동 놀이터,경기도 시흥시 정왕동 1869번지 주공3단지아파트,126.7303968408,37.3551659473,,경기데이터드림
주택단지,놀이체험시설,시화주공3단지 4놀이터(314동),경기도 시흥시 정왕동 1869번지 주공3단지아파트,126.7303968408,37.3551659473,,경기데이터드림
주택단지,놀이체험시설,시화주공3단지 3놀이터(311동),경기도 시흥시 정왕동 1869번지 주공3단지아파트,126.7303968408,37.3551659473,,경기데이터드림
주택단지,놀이체험시설,시화주공3단지 2 놀이터(308동),경기도 시흥시 정왕동 1869번지 주공3단지아파트,126.7303968408,37.3551659473,,경기데이터드림
주택단지,놀이체험시설,신우아파트 106동 앞 어린이 놀이터,경기도 시흥시 정왕동 1870-1번지 신우아파트,126.7310498991,37.3531331043,,경기데이터드림
주택단지,놀이체험시설,신우아파트 101동 옆 어린이 놀이터,경기도 시흥시 정왕동 1870-1번지 신우아파트,126.7310498991,37.3531331043,,경기데이터드림
주택단지,놀이체험시설,시화영화하이닉스놀이터,경기도 시흥시 정왕동 1870-3번지 영화아파트,126.7329078612,37.3536319062,,경기데이터드림
주택단지,놀이체험시설,시화 건영 3차 어린이 놀이터(303동 옆),경기도 시흥시 정왕동 1871-1번지 건영3차아파트,126.7302982286,37.3526595045,,경기데이터드림
주택단지,놀이체험시설,시화 건영 3차 어린이 놀이터(305옆),경기도 시흥시 정왕동 1871-1번지 건영3차아파트,126.7302982286,37.3526595045,,경기데이터드림
도시공원,놀이체험시설,시흥공원 어린이 놀이시설,경기도 시흥시 정왕동 1871-2번지,126.7303673582,37.3519795517,,경기데이터드림
주택단지,놀이체험시설,시화서촌마을건영4차 어린이 놀이터,경기도 시흥시 정왕동 1871-5번지 건영4차아파트,126.730996776,37.3516995845,,경기데이터드림
주택단지,놀이체험시설,시화영남3차아파트310동놀이터,경기도 시흥시 정왕동 1872-4번지 영남3차아파트,126.7352764306,37.3572256712,,경기데이터드림
주택단지,놀이체험시설,시화영남3차아파트306동놀이터,경기도 시흥시 정왕동 1872-4번지 영남3차아파트,126.7352764306,37.3572256712,,경기데이터드림
주택단지,놀이체험시설,시화영남3차아파트301동놀이터,경기도 시흥시 정왕동 1872-4번지 영남3차아파트,126.7352764306,37.3572256712,,경기데이터드림
주택단지,놀이체험시설,삼성아파트 어린이 놀이터(107동),경기도 시흥시 정왕동 1872-5번지 삼성아파트,126.7337754868,37.3538087894,,경기데이터드림
주택단지,놀이체험시설,삼성아파트 어린이 놀이터(103동),경기도 시흥시 정왕동 1872-5번지 삼성아파트,126.7337754868,37.3538087894,,경기데이터드림
주택단지,놀이체험시설,시화한신아파트 104동 어린이놀이터,경기도 시흥시 정왕동 1872-6번지 한신아파트,126.7334814181,37.3560783299,,경기데이터드림
주택단지,놀이체험시설,시화한신아파트 105동 어린이놀이터,경기도 시흥시 정왕동 1872-6번지 한신아파트,126.7334814181,37.3560783299,,경기데이터드림
도시공원,놀이체험시설,사랑공원 어린이 놀이시설,경기도 시흥시 정왕동 1872-7번지,126.7338508126,37.3553967329,,경기데이터드림
주택단지,놀이체험시설,영남아파트 2단지 어린이 놀이터(202동),경기도 시흥시 정왕동 1873-2번지 영남2차아파트,126.7333356603,37.3570869164,,경기데이터드림
주택단지,놀이체험시설,영남아파트 2단지 어린이 놀이터(213동),경기도 시흥시 정왕동 1873-2번지 영남2차아파트,126.7333356603,37.3570869164,,경기데이터드림
주택단지,놀이체험시설,영남아파트 2단지 어린이 놀이터(206동),경기도 시흥시 정왕동 1873-2번지 영남2차아파트,126.7333356603,37.3570869164,,경기데이터드림
주택단지,놀이체험시설,월드메르디앙아파트103동 어린이 놀이터,경기도 시흥시 정왕동 1873-3번지 월드아파트,126.7318525139,37.3552565325,,경기데이터드림
주택단지,놀이체험시설,월드메르디앙아파트109동 어린이 놀이터,경기도 시흥시 정왕동 1873-3번지 월드아파트,126.7318525139,37.3552565325,,경기데이터드림
주택단지,놀이체험시설,신한아파트 어린이 놀이터-2,경기도 시흥시 정왕동 1874-1번지 신한아파트,126.7343577335,37.3609604002,,경기데이터드림
주택단지,놀이체험시설,신한아파트 어린이 놀이터-1,경기도 시흥시 정왕동 1874-1번지 신한아파트,126.7343577335,37.3609604002,,경기데이터드림
주택단지,놀이체험시설,화성아파트 어린이 놀이터-2,경기도 시흥시 정왕동 1874-2번지 화성아파트,126.7347348973,37.3594034768,,경기데이터드림
주택단지,놀이체험시설,시화 영남1단지 어린이 놀이시설(4동 옆),경기도 시흥시 정왕동 1875-1번지 영남1차아파트,126.7283195453,37.3584424023,,경기데이터드림
주택단지,놀이체험시설,시화 영남1단지 어린이 놀이시설(101동 앞),경기도 시흥시 정왕동 1875-1번지 영남1차아파트,126.7283195453,37.3584424023,,경기데이터드림
주택단지,놀이체험시설,시화미주아파트 104동,경기도 시흥시 정왕동 1875-2번지 미주아파트,126.7297671727,37.3593261634,,경기데이터드림
주택단지,놀이체험시설,시화미주아파트 112동,경기도 시흥시 정왕동 1875-2번지 미주아파트,126.7297671727,37.3593261634,,경기데이터드림
주택단지,놀이체험시설,건영2차아파트 어린이 놀이시설(202동 앞),경기도 시흥시 정왕동 1875-5번지 건영2차아파트,126.7310975441,37.3584244389,,경기데이터드림
주택단지,놀이체험시설,건영2차아파트 어린이 놀이시설(221동옆),경기도 시흥시 정왕동 1875-5번지 건영2차아파트,126.7310975441,37.3584244389,,경기데이터드림
도시공원,놀이체험시설,풀잎사랑공원 어린이 놀이시설,경기도 시흥시 정왕동 1875-6번지,126.7293361535,37.3585126109,,경기데이터드림
주택단지,놀이체험시설,시화 삼환아파트 어린이 놀이터(201동옆),경기도 시흥시 정왕동 1876-1번지 삼환아파트,126.7309401604,37.3605686681,,경기데이터드림
주택단지,놀이체험시설,시화모아아파트 111동 앞 놀이터,경기도 시흥시 정왕동 1876-2번지 모아아파트,126.7321227333,37.3619824828,,경기데이터드림
주택단지,놀이체험시설,시화모아아파트 104동 앞 놀이터,경기도 시흥시 정왕동 1876-2번지 모아아파트,126.7321227333,37.3619824828,,경기데이터드림
주택단지,놀이체험시설,부성파스텔아파트 어린이 놀이터(경비3초소옆),경기도 시흥시 정왕동 1876-3번지 부성파스텔아파트,126.7327461638,37.3617521733,,경기데이터드림
도시공원,놀이체험시설,온들녘공원 어린이놀이시설,경기도 시흥시 정왕동 1876-5번지,126.731451895,37.3610482021,,경기데이터드림
주택단지,놀이체험시설,문영센스빌아파트어린이놀이터1,경기도 시흥시 정왕동 1877-1번지 문영센스빌아파트,126.7327360734,37.363852291,,경기데이터드림
주택단지,놀이체험시설,시화 세종2차 어린이 놀이시설(205동 옆),경기도 시흥시 정왕동 1877-2번지 세종2차아파트,126.7337916561,37.3644360081,,경기데이터드림
주택단지,놀이체험시설,세종1차아파트 117동 앞 놀이터,경기도 시흥시 정왕동 1877-3번지 세종1차아파트,126.7351609269,37.3641564335,,경기데이터드림
주택단지,놀이체험시설,세종1차아파트 104동 앞 놀이터,경기도 시흥시 정왕동 1877-3번지 세종1차아파트,126.7351609269,37.3641564335,,경기데이터드림
주택단지,놀이체험시설,시화보성아파트 110동 놀이터,경기도 시흥시 정왕동 1877-5번지 보성아파트,126.7352903611,37.3614171169,,경기데이터드림
주택단지,놀이체험시설,시화보성아파트 104동 놀이터,경기도 시흥시 정왕동 1877-5번지 보성아파트,126.7352903611,37.3614171169,,경기데이터드림
주택단지,놀이체험시설,시화보성아파트 115동 놀이터,경기도 시흥시 정왕동 1877-5번지 보성아파트,126.7352903611,37.3614171169,,경기데이터드림
도시공원,놀이체험시설,함송공원 어린이 놀이시설,경기도 시흥시 정왕동 1877-6번지,126.7342507981,37.3634129896,,경기데이터드림
주택단지,놀이체험시설,시화대림3차아파트 어린이놀이터-2,경기도 시흥시 정왕동 1878-4번지 대림3차아파트,126.7348191792,37.3655603539,,경기데이터드림
주택단지,놀이체험시설,시화대림3차아파트 어린이놀이터-1,경기도 시흥시 정왕동 1878-4번지 대림3차아파트,126.7348191792,37.3655603539,,경기데이터드림
주택단지,놀이체험시설,시화동원아파트놀이터2,경기도 시흥시 정왕동 1878-5번지 동원아파트,126.7354119986,37.3661230345,,경기데이터드림
주택단지,놀이체험시설,시화동원아파트 어린이놀이터(104동앞),경기도 시흥시 정왕동 1878-5번지 동원아파트,126.7354119986,37.3661230345,,경기데이터드림
도시공원,놀이체험시설,함현공원 어린이 놀이시설,경기도 시흥시 정왕동 1878-6번지,126.7357648478,37.3657973409,,경기데이터드림
주택단지,놀이체험시설,대림4단지 어린이 놀이터(관리동옆),경기도 시흥시 정왕동 1878-8번지 대림4차아파트,126.737578762,37.3662722268,,경기데이터드림
주택단지,놀이체험시설,대림4단지 어린이 놀이터(1303동옆)),경기도 시흥시 정왕동 1878-8번지 대림4차아파트,126.737578762,37.3662722268,,경기데이터드림
어린이집,놀이체험시설,지혜와꿈의세상어린이집(옥상),경기도 시흥시 함송로13번길 10,126.730867006,37.3644170255,,경기데이터드림
주택단지,놀이체험시설,서해1차아파트106동어린이놀이터,경기도 시흥시 정왕동 1886-3번지 서해아파트,126.7276446573,37.3625932955,,경기데이터드림
주택단지,놀이체험시설,서해1차 아파트102동 어린이 놀이터,경기도 시흥시 정왕동 1886-3번지 서해아파트,126.7276446573,37.3625932955,,경기데이터드림
주택단지,놀이체험시설,시화서해2차아파트 관리동놀이터,경기도 시흥시 정왕동 1886-4번지 서해아파트,126.7272172937,37.3602199113,,경기데이터드림
주택단지,놀이체험시설,시화서해2차아파트 203동놀이터,경기도 시흥시 정왕동 1886-4번지 서해아파트,126.7272172937,37.3602199113,,경기데이터드림
주택단지,놀이체험시설,시화서해2차아파트 205동놀이터,경기도 시흥시 정왕동 1886-4번지 서해아파트,126.7272172937,37.3602199113,,경기데이터드림
주택단지,놀이체험시설,시흥 고합아파트 관리동 앞 어린이 놀이터,경기도 시흥시 정왕동 1886-5번지 고합아파트,126.7248976538,37.3595827905,,경기데이터드림
주택단지,놀이체험시설,시화신동아(101동),경기도 시흥시 정왕동 1940-1번지 신동아아파트,126.7217639681,37.3590484351,,경기데이터드림
주택단지,놀이체험시설,시화신동아(104동),경기도 시흥시 정왕동 1940-1번지 신동아아파트,126.7217639681,37.3590484351,,경기데이터드림
주택단지,놀이체험시설,신동아아파트 어린이놀이시설(212동 옆),경기도 시흥시 정왕동 1940-2번지 신동아아파트,126.7218721963,37.3584091771,,경기데이터드림
주택단지,놀이체험시설,시화계룡2차아파트 어린이놀이터(관리동),경기도 시흥시 정왕동 1942-1번지 계룡2차아파트,126.7193581994,37.3558327317,,경기데이터드림
주택단지,놀이체험시설,시화계룡2차아파트 어린이놀이터(205동),경기도 시흥시 정왕동 1942-1번지 계룡2차아파트,126.7193581994,37.3558327317,,경기데이터드림
주택단지,놀이체험시설,시화동보아파트 어린이 놀이터(1단지),경기도 시흥시 정왕동 1942-2번지 동보아파트,126.7187884425,37.355243082,,경기데이터드림
주택단지,놀이체험시설,시화동보아파트 어린이 놀이터(2단지),경기도 시흥시 정왕동 1942-2번지 동보아파트,126.7187884425,37.355243082,,경기데이터드림
주택단지,놀이체험시설,시화동보아파트 어린이 놀이터(3단지),경기도 시흥시 정왕동 1942-2번지 동보아파트,126.7187884425,37.355243082,,경기데이터드림
어린이집,놀이체험시설,스랍들어린이집 놀이터,경기도 시흥시 오이도중앙로6번길 5-9,126.6898572747,37.3470713843,,경기데이터드림
도시공원,놀이체험시설,옥터공원 어린이 놀이시설,경기도 시흥시 정왕동 1998-5번지,126.6896460072,37.3464459118,,경기데이터드림
어린이집,놀이체험시설,큰숲어린이집 3층 실내놀이터,경기도 시흥시 오이도중앙로 24-10,126.6891410555,37.3464805891,,경기데이터드림
어린이집,놀이체험시설,큰숲어린이집 4층 실내놀이터,경기도 시흥시 오이도중앙로 24-10,126.6891410555,37.3464805891,,경기데이터드림
도시공원,놀이체험시설,오이도공원 어린이 놀이시설,경기도 시흥시 오이도1길 30,126.6901391116,37.3418544025,,경기데이터드림
어린이집,놀이체험시설,시립정왕보듬이나눔이어린이집 놀이터,경기도 시흥시 경기과기대로 283,126.7355531659,37.3399572409,,경기데이터드림
도시공원,놀이체험시설,옥구공원 유아숲체험원 놀이시설,경기도 시흥시 정왕동 2138번지,126.7102176891,37.3531400649,,경기데이터드림
도시공원,놀이체험시설,옥구공원 어린이놀이시설,경기도 시흥시 정왕동 2138번지,126.7102176891,37.3531400649,,경기데이터드림
도시공원,놀이체험시설,옥구공원 놀이마당,경기도 시흥시 서해안로 277,126.7104733452,37.3524477195,,경기데이터드림
도시공원,놀이체험시설,체육공원 어린이 놀이시설,경기도 시흥시 역전로 2,126.7555129621,37.3387595179,,경기데이터드림
도시공원,놀이체험시설,맑은물상상누리,경기도 시흥시 공단2대로 14,126.6967246521,37.3372572599,,경기데이터드림
놀이제공영업소,놀이체험시설,리틀치프놀이시설,경기도 시흥시 희망공원로 269,126.725237369,37.3452082082,,경기데이터드림
어린이집,놀이체험시설,새예솔어린이집실내놀이터,경기도 시흥시 봉우순환로 117-7,126.7519310782,37.3572961193,,경기데이터드림
어린이집,놀이체험시설,새예솔어린이집놀이터,경기도 시흥시 봉우순환로 117-7,126.7519310782,37.3572961193,,경기데이터드림
도시공원,놀이체험시설,정왕1공원 어린이 놀이시설,경기도 시흥시 정왕동 2246-1번지,126.7523445401,37.357174612,,경기데이터드림
도시공원,놀이체험시설,정왕2어린이공원,경기도 시흥시 봉우순환로3번길 20-8,126.7549275292,37.3591628366,,경기데이터드림
어린이집,놀이체험시설,또래또래어린이집 놀이터,경기도 시흥시 마유로443번길 33,126.7386162011,37.3541284846,,경기데이터드림
도시공원,놀이체험시설,정왕3공원 어린이 놀이시설,경기도 시흥시 정왕동 2299-4번지,126.7402756815,37.3530465739,,경기데이터드림
어린이집,놀이체험시설,천사몬테소리어린이집 놀이터,경기도 시흥시 역전로302번길 8-1,126.7399886978,37.3523886572,,경기데이터드림
도시공원,놀이체험시설,정왕4공원 어린이 놀이시설,경기도 시흥시 정왕동 2307-3번지,126.7430328011,37.3536625356,,경기데이터드림
도시공원,놀이체험시설,정왕6공원 어린이 놀이시설,경기도 시흥시 정왕동 2312-4번지,126.7456673233,37.3526462062,,경기데이터드림
어린이집,놀이체험시설,에트라움어린이집 놀이터,경기도 시흥시 오동마을로5번길 37,126.746119518,37.3524098618,,경기데이터드림
어린이집,놀이체험시설,시립정왕본동어린이집,경기도 시흥시 오동마을로6번안길 17,126.7440098556,37.3522341513,,경기데이터드림
도시공원,놀이체험시설,정왕5공원 어린이 놀이시설,경기도 시흥시 정왕동 2322-3번지,126.7438544029,37.3519805688,,경기데이터드림
놀이제공영업소,놀이체험시설,브레드타운 키즈카페,경기도 시흥시 거북섬북로 54,126.6794250378,37.3294408545,,경기데이터드림
놀이제공영업소,놀이체험시설,뷰키즈 거북섬점,경기도 시흥시 거북섬둘레길 33,126.679592901,37.3254219158,,경기데이터드림
주택단지,놀이체험시설,파라곤 오션 시티 유아놀이터(103동앞),경기도 시흥시 정왕동 2711번지 파라곤센트럴오션시티,126.6852613541,37.3241540995,,경기데이터드림
주택단지,놀이체험시설,파라곤 오션 시티 어린이놀이터(101동앞),경기도 시흥시 정왕동 2711번지 파라곤센트럴오션시티,126.6852613541,37.3241540995,,경기데이터드림
주택단지,놀이체험시설,호반써밋더퍼스트시흥아파트 아파트놀이터2,경기도 시흥시 거북섬남로 45,126.687381238,37.3232943496,,경기데이터드림
주택단지,놀이체험시설,호반써밋더퍼스트시흥아파트 유아놀이터,경기도 시흥시 거북섬남로 45,126.687381238,37.3232943496,,경기데이터드림
주택단지,놀이체험시설,호반써밋더퍼스트시흥아파트 아파트놀이터1,경기도 시흥시 거북섬남로 45,126.687381238,37.3232943496,,경기데이터드림
주택단지,놀이체험시설,호반써밋더프라임 아파트 유아놀이터,경기도 시흥시 거북섬남로 77,126.6883933327,37.3225892143,,경기데이터드림
주택단지,놀이체험시설,호반써밋더프라임 아파트 어린이놀이터1,경기도 시흥시 거북섬남로 77,126.6883933327,37.3225892143,,경기데이터드림
주택단지,놀이체험시설,호반써밋더프라임 아파트 어린이놀이터2,경기도 시흥시 거북섬남로 77,126.6883933327,37.3225892143,,경기데이터드림
주택단지,놀이체험시설,시흥 금강펜테리움 오션베이 어린이놀이터(104동앞),경기도 시흥시 거북섬남로 90,126.6907919163,37.3209921907,,경기데이터드림
주택단지,놀이체험시설,시흥 금강 펜테리움 오션베이 유아놀이터(105동 옆),경기도 시흥시 거북섬남로 90,126.6907919163,37.3209921907,,경기데이터드림
도시공원,놀이체험시설,꿈누리공원 어린이 놀이시설(64호),경기도 시흥시 정왕동 2759,126.6976583565,37.3191120258,,경기데이터드림
도시공원,놀이체험시설,꿈자람공원 어린이 놀이시설(66호),경기도 시흥시 정왕동 2788,126.7031619334,37.3166466047,,경기데이터드림
도시공원,놀이체험시설,하늬공원(46호 근린공원),경기도 시흥시 정왕동 2795,126.69933999,37.3163271589,,경기데이터드림
도시공원,놀이체험시설,꿈물결공원 어린이 놀이시설(73호),경기도 시흥시 정왕동 2810,126.6963997425,37.3178121521,,경기데이터드림
도시공원,놀이체험시설,젊음과패기공원 물놀이터,경기도 시흥시 정왕대로233번길 21-1,126.7398209872,37.347745532,,경기데이터드림
도시공원,놀이체험시설,조남소공원,경기도 시흥시 조남동,,,,경기데이터드림
도시공원,놀이체험시설,시흥목감 어린이공원 4호,경기도 시흥시 조남동 152(조남동 722),,,,경기데이터드림
주택단지,놀이체험시설,네이처하임아파트 1606동 앞 유아놀이터,경기도 시흥시 조남동 154,,,,경기데이터드림
주택단지,놀이체험시설,네이처하임아파트 1603동 앞 어린이놀이터,경기도 시흥시 조남동 154,,,,경기데이터드림
주택단지,놀이체험시설,네이처하임아파트 1601동 앞 어린이놀이터,경기도 시흥시 조남동 154,,,,경기데이터드림
주택단지,놀이체험시설,삼호가든 아파트 어린이 놀이터,경기도 시흥시 조남동 169번지 삼호가든아파트,126.8590946521,37.3833439896,,경기데이터드림
주택단지,놀이체험시설,수정아파트 어린이 놀이터,경기도 시흥시 조남동 171-20번지 수정아파트,126.8578000778,37.3841481989,,경기데이터드림
주택단지,놀이체험시설,세우아파트 어린이 놀이터,경기도 시흥시 조남동 171번지 세우아파트,126.8589154781,37.3844877576,,경기데이터드림
식품접객업소,놀이체험시설,이바돔감자탕 시흥목감점 실내놀이시설,"경기도 시흥시 조남동 366-14, 2층",,,,경기데이터드림
도시공원,놀이체험시설,시흥목감 근린공원 1호,경기도 시흥시 조남동 413-2 (조남동 670),,,,경기데이터드림
주택단지,놀이체험시설,시흥목감 신안인스빌 어린이놀이터2,경기도 시흥시 조남동 418 신안인스빌,,,,경기데이터드림
주택단지,놀이체험시설,시흥목감 신안인스빌 어린이놀이터1,경기도 시흥시 조남동 418 신안인스빌,,,,경기데이터드림
주택단지,놀이체험시설,LH포레하임 904동 앞 어린이놀이터,경기도 시흥시 조남동 427-2,,,,경기데이터드림
주택단지,놀이체험시설,LH포레하임 901동 뒤 유아놀이터,경기도 시흥시 조남동 427-2,,,,경기데이터드림
도시공원,놀이체험시설,시흥목감 어린이공원 3호,경기도 시흥시 조남동 430-9 (조남동 681),,,,경기데이터드림
주택단지,놀이체험시설,목감 한신더휴센트럴파크아파트 어린이놀이터1,경기도 시흥시 조남동 648-115,,,,경기데이터드림
주택단지,놀이체험시설,목감 한신더휴센트럴파크아파트 어린이놀이터2,경기도 시흥시 조남동 648-115,,,,경기데이터드림
주택단지,놀이체험시설,목감 한신더휴센트럴파크아파트 유아놀이터,경기도 시흥시 조남동 648-115,,,,경기데이터드림
도시공원,놀이체험시설,문화2공원,경기도 시흥시 조남동 649,126.8471648179,37.37786757,,경기데이터드림
주택단지,놀이체험시설,광신프로그레스 어린이놀이터,경기도 시흥시 마산로 6,126.8544588397,37.3786046109,,경기데이터드림
주택단지,놀이체험시설,목감 호반베르디움 더레이크 403동 앞 어린이놀이터3,경기도 시흥시 목감남서로 38,126.8481047355,37.3767219475,,경기데이터드림
주택단지,놀이체험시설,목감 호반베르디움 더레이크 401동 앞 어린이놀이터1,경기도 시흥시 목감남서로 38,126.8481047355,37.3767219475,,경기데이터드림
주택단지,놀이체험시설,목감 호반베르디움 더레이크 어린이집 앞 유아놀이터,경기도 시흥시 목감남서로 38,126.8481047355,37.3767219475,,경기데이터드림
주택단지,놀이체험시설,목감 호반베르디움 더레이크 405동 앞 어린이놀이터2,경기도 시흥시 목감남서로 38,126.8481047355,37.3767219475,,경기데이터드림
주택단지,놀이체험시설,목감LH7단지내 705동옆 어린이놀이터2호,경기도 시흥시 조남동 662번지 시흥목감엘에이치7단지,126.8530088268,37.3764694535,,경기데이터드림
주택단지,놀이체험시설,목감LH7단지내 704동옆 유아놀이터,경기도 시흥시 조남동 662번지 시흥목감엘에이치7단지,126.8530088268,37.3764694535,,경기데이터드림
주택단지,놀이체험시설,목감LH7단지내 중앙광장옆 어린이놀이터 1호,경기도 시흥시 조남동 662번지 시흥목감엘에이치7단지,126.8530088268,37.3764694535,,경기데이터드림
주택단지,놀이체험시설,LH 가온수플 아파트 1003동앞 놀이시설,경기도 시흥시 조남동 663번지 가온수플,126.8551152836,37.3771299452,,경기데이터드림
주택단지,놀이체험시설,LH 가온수플 아파트 1006동앞 놀이시설,경기도 시흥시 조남동 663번지 가온수플,126.8551152836,37.3771299452,,경기데이터드림
주택단지,놀이체험시설,LH 가온수플 아파트 어린이집앞 놀이시설,경기도 시흥시 조남동 663번지 가온수플,126.8551152836,37.3771299452,,경기데이터드림
주택단지,놀이체험시설,시흥목감 신안인스빌 키즈룸,경기도 시흥시 목감중앙로 36,126.8530107808,37.3736121196,,경기데이터드림
주택단지,놀이체험시설,리벤티움아파트 1106동 앞 어린이놀이터2,경기도 시흥시 목감중앙로 45,126.8553814677,37.3737422431,,경기데이터드림
주택단지,놀이체험시설,리벤티움아파트 1110동 앞 어린이놀이터3,경기도 시흥시 목감중앙로 45,126.8553814677,37.3737422431,,경기데이터드림
주택단지,놀이체험시설,리벤티움아파트 1104동 앞 어린이놀이터1,경기도 시흥시 목감중앙로 45,126.8553814677,37.3737422431,,경기데이터드림
주택단지,놀이체험시설,리벤티움아파트 보육시설 앞 유아놀이터,경기도 시흥시 목감중앙로 45,126.8553814677,37.3737422431,,경기데이터드림
주택단지,놀이체험시설,목감 그레미움아파트 어린이집앞 놀이시설,경기도 시흥시 조남동 682번지 그레미움,126.8563715239,37.37154829,,경기데이터드림
주택단지,놀이체험시설,목감 그레미움아파트 101동뒤 놀이시설,경기도 시흥시 조남동 682번지 그레미움,126.8563715239,37.37154829,,경기데이터드림
어린이집,놀이체험시설,시립 목감 어울림 어린이집 놀이시설,경기도 시흥시 목감우회로 23,126.8587702245,37.3816476559,,경기데이터드림
주택단지,놀이체험시설,목감LH13단지아파트 1301동 옆 어린이놀이터2,경기도 시흥시 조남동 700번지 시흥목감엘에이치13단지,126.8587347026,37.3791867233,,경기데이터드림
주택단지,놀이체험시설,목감LH13단지아파트 1303동 옆 어린이놀이터1,경기도 시흥시 조남동 700번지 시흥목감엘에이치13단지,126.8587347026,37.3791867233,,경기데이터드림
주택단지,놀이체험시설,목감LH13단지아파트 1302동 옆 유아놀이터,경기도 시흥시 조남동 700번지 시흥목감엘에이치13단지,126.8587347026,37.3791867233,,경기데이터드림
주택단지,놀이체험시설,목감 퍼스트리움 유아놀이터,경기도 시흥시 조남동 706번지 목감퍼스트리움아파트,126.8589980249,37.3800985347,,경기데이터드림
주택단지,놀이체험시설,목감 퍼스트리움 1407동앞 어린이놀이터,경기도 시흥시 조남동 706번지 목감퍼스트리움아파트,126.8589980249,37.3800985347,,경기데이터드림
주택단지,놀이체험시설,목감 퍼스트리움 1404동앞 어린이놀이터,경기도 시흥시 조남동 706번지 목감퍼스트리움아파트,126.8589980249,37.3800985347,,경기데이터드림
식품접객업소,놀이체험시설,한마음정육식당 목감역점,경기도 시흥시 수풀안길 14-22,126.8620153961,37.3812505775,,경기데이터드림
주택단지,놀이체험시설,시흥 목감 호반 베르디움 1705동 뒤 어린이놀이터2,경기도 시흥시 조남동 721번지 목감역호반써밋,126.8640117225,37.3789267815,,경기데이터드림
주택단지,놀이체험시설,호반베르디움 시흥목감3차 어린이놀이터1(1704동 앞),경기도 시흥시 수풀안길 19-30,126.8640117225,37.3789267815,,경기데이터드림
어린이집,놀이체험시설,근로복지공단 시흥어린이집,경기도 시흥시 수풀안길 25,126.862392631,37.3807208037,,경기데이터드림
도시공원,놀이체험시설,조남 숲체험장 2,경기도 시흥시 수인로2236번길 87,126.8782798952,37.3813642442,,경기데이터드림
도시공원,놀이체험시설,조남 숲체험장 1,경기도 시흥시 수인로2236번길 87,126.8782798952,37.3813642442,,경기데이터드림
도시공원,놀이체험시설,시흥조남산림욕장 1구역 어린이놀이터,경기도 시흥시 수인로2236번길 87,126.8782798952,37.3813642442,,경기데이터드림
