개방자치단체코드,관리번호,소재지전체주소,도로명전체주소,도로명우편번호,지정일자,해제일자,운영상태,시설명,시설구분,시설위치(지상/지하),시설면적(㎡),최대수용인원,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초),위도(EPSG4326),경도(EPSG4326),좌표정보X(EPSG5179),좌표정보Y(EPSG5179),데이터갱신구분,데이터갱신시점,최종수정시점,학교급
4010000,4010000-S201000018,경기도 시흥시 정왕동 1787번지 1호,경기도 시흥시 중심상가로 248-0 (정왕동),15064,2010-12-14,,사용중,정왕1동 주공6차아파트 지하주차장 1층,공공용시설,지하,8998,8998,37,20,23.91,126,44,26.75,37.34113550831954,126.74113720795322,932781.689883,1927171.726723,I,2025-12-15 16:14:09,2025-09-10 11:32:36,
4010000,4010000-S201000019,경기도 시흥시 정왕동 1788번지 3호,경기도 시흥시 정왕대로298번길 6-0 (정왕동),15064,2010-12-14,,사용중,정왕1동 대우아파트 지하주차장 1층,공공용시설,지하,2432,2432,37,20,30.47,126,44,37.81,37.34124512630809,126.7442562778407,933058.071464,1927181.672842,I,2025-12-15 16:14:09,2025-09-10 11:33:01,
4010000,4010000-S201000020,경기도 시흥시 정왕동 1788-1,"경기도 시흥시 중심상가로 247, 시화평안마을건영5차아파트 지하1층 (정왕동)",15064,2010-12-14,,사용중,정왕1동 건영5차아파트 지하주차장 1층,공공용시설,지하,8816,8816,37,20,28.92,126,44,29.27,37.341367879580986,126.7414628131752,932810.73872,1927197.274844,I,2025-12-15 16:14:09,2025-09-10 11:33:30,
4010000,4010000-S201000026,경기도 시흥시 과림동 11번지 1호,경기도 시흥시 금오로 640 (과림동),14927,2021-06-09,,사용중,과림동 한국글로벌중(한국조리과학고) 지하 1층 강당,공공용시설,지하,196.65,196,37,27,31.58,126,49,56.81,37.45810157726726,126.83293880204077,941005.132061,1940086.884402,I,2026-02-11 21:58:35,2026-02-10 09:55:31,
4010000,4010000-S201000027,경기도 시흥시 미산동 350번지 15호,경기도 시흥시 미산로100번길 11 (미산동),14944,2010-12-01,,사용중,신현동 해가든더클래식아파트 전체 동 지하주차장 1~2층,공공용시설,지하,17074,17074,37,25,11.84,126,47,39.49,37.42016249845931,126.79525165740704,937640.564188,1935902.050799,I,2025-12-15 16:14:09,2025-11-06 11:25:03,
4010000,4010000-S201000029,경기도 시흥시 대야동 639번지,경기도 시흥시 대은로103번길 4 (대야동),14915,2010-12-14,,사용중,대야동 동신아파트 지하주차장 지하1층,공공용시설,지하,7243,7243,37,26,47.01,126,47,56.53,37.44595829393482,126.79925421887351,938016.010547,1938761.288668,I,2026-02-11 21:58:35,2026-02-10 10:05:14,
4010000,4010000-S201000031,경기도 시흥시 능곡동 548번지,"경기도 시흥시 승지로 88 (능곡동, 현진에버빌아파트)",14994,2010-12-07,,사용중,능곡동 현진에버빌아파트 지하주차장 1층,공공용시설,지하,10107,10107,37,22,20.82,126,48,40.83,37.371788735066495,126.81092507141581,938988.238673,1930525.078418,I,2025-12-15 16:14:09,2025-11-06 10:20:46,
4010000,4010000-S201000032,경기도 시흥시 능곡동 789번지,"경기도 시흥시 능곡로 133 (능곡동, 시흥능곡 엘드수목토아파트)",14995,2010-12-07,,사용중,능곡동 엘드수목토아파트 지하주차장 1층,공공용시설,지하,15771,15771,37,21,56.99,126,48,50.39,37.36622624451306,126.81518043583621,939360.542974,1929905.220875,U,2026-07-01 21:58:35,2026-06-30 10:47:05,
4010000,4010000-S201000033,경기도 시흥시 능곡동 554번지,"경기도 시흥시 승지로 78 (능곡동, 시흥능곡 자연아파트)",14994,2010-12-07,,사용중,능곡동 자연앤아파트 지하주차장 1~2층,공공용시설,지하,8885,8885,37,22,14.58,126,48,42.36,37.37091200945535,126.8110258235034,938996.44957,1930427.747295,I,2025-12-15 16:14:09,2025-11-06 10:21:59,
4010000,4010000-S201000034,경기도 시흥시 능곡동 502번지,"경기도 시흥시 승지로 89 (능곡동, 시흥능곡 Humansia아파트)",14994,2010-12-07,,사용중,능곡동 휴먼시아2단지아파트 지하주차장 1층,공공용시설,지하,3777,3777,37,22,19.57,126,48,37.15,37.372026256054404,126.81036544525345,938938.880399,1930551.791443,I,2025-12-15 16:14:09,2025-11-06 10:23:33,
4010000,4010000-S201000035,경기도 시흥시 능곡동 557번지,"경기도 시흥시 능곡중앙로 77 (능곡동, 휴먼시아)",14994,2010-12-07,,사용중,능곡동 휴먼시아5단지 지하주차장 1층,공공용시설,지하,8294,8294,37,22,12.06,126,48,44.18,37.37065079419756,126.8132705701722,939194.996926,1930397.31907,I,2025-12-15 16:14:09,2025-11-06 10:24:52,
4010000,4010000-S201000036,경기도 시흥시 능곡동 802번지,경기도 시흥시 시흥대로268번길 75-0 (능곡동),14995,2010-12-07,,사용중,능곡동 우남퍼스트빌 지하주차장 1~2층,공공용시설,지하,14691,14691,37,21,48.1,126,48,55.76,37.36320369310726,126.81519803752632,939359.669155,1929569.881052,I,2025-12-15 16:14:09,2025-11-06 10:25:44,
4010000,4010000-S201000037,경기도 시흥시 능곡동 782번지,"경기도 시흥시 승지로 7 (능곡동, 시흥능곡신안인스빌아파트)",14995,2010-12-07,,사용중,능곡동 신안인스빌 지하주차장 1~2층,공공용시설,지하,22260,22260,37,21,53.49,126,48,36.75,37.36504655529836,126.81033809900372,938930.801732,1929777.465041,I,2025-12-15 16:14:09,2025-11-06 10:26:37,
4010000,4010000-S201000038,경기도 시흥시 능곡동 775번지,"경기도 시흥시 능곡중앙로 33 (능곡동, 상록힐스테이트 아파트)",14995,2010-12-07,,사용중,능곡동 상록힐스테이트아파트 지하주차장 1층,공공용시설,지하,12205,12205,37,22,0.13,126,48,40.65,37.36681230372963,126.81180277653637,939061.927911,1929972.414648,I,2025-12-15 16:14:09,2025-11-06 10:30:00,
4010000,4010000-S201000039,경기도 시흥시 능곡동 800번지,"경기도 시흥시 시흥대로268번길 53 (능곡동, 휴먼시아)",14995,2010-12-07,,사용중,능곡동 휴먼시아13단지아파트 지하주차장 1층,공공용시설,지하,6527,6527,37,21,50.43,126,48,48.2,37.36366884779589,126.81286063366557,939153.0612,1929622.99028,I,2025-12-15 16:14:09,2025-08-28 16:18:31,
4010000,4010000-S201000040,경기도 시흥시 능곡동 787번지,"경기도 시흥시 능곡중앙로 34 (능곡동, 휴먼시아)",14995,2010-12-07,,사용중,능곡동 휴먼시아9단지아파트 지하주차장 1층,공공용시설,지하,9545,9545,37,22,1.17,126,48,45.58,37.36665168570082,126.81267390003141,939138.934871,1929954.033335,I,2025-12-15 16:14:09,2025-11-06 10:32:59,
4010000,4010000-S201000041,경기도 시흥시 능곡동 712번지,"경기도 시흥시 능곡로 120 (능곡동, 시흥능곡 신일해피트리아파트)",14995,2010-12-07,,사용중,능곡동 신일해피트리아파트 지하주차장 1~2층,공공용시설,지하,18628,18628,37,22,0.96,126,49,1.3,37.364930400666275,126.81620407378152,939450.143959,1929760.800032,I,2025-12-15 16:14:09,2025-11-06 10:33:48,
4010000,4010000-S201000042,경기도 시흥시 능곡동 768번지,"경기도 시흥시 승지로 33 (능곡동, 휴먼시아)",14995,2010-12-07,,사용중,능곡동 휴먼시아6단지아파트 지하주차장 1층,공공용시설,지하,5642,5642,37,22,5.44,126,48,33.89,37.36728067918029,126.80888497839075,938803.941584,1930026.264831,I,2025-12-15 16:14:09,2025-11-06 10:35:05,
4010000,4010000-S201100001,경기도 시흥시 미산동 64번지,경기도 시흥시 미산로 85-2 (미산동),14944,2011-03-01,,사용중,신현동 경신아파트 전체 동의 지하주차장 1층,공공용시설,지하,1547,1547,37,25,13.66,126,47,49.32,37.420806596316304,126.7975223477518,937842.020583,1935972.009755,I,2025-12-15 16:14:09,2025-11-06 11:26:52,
4010000,4010000-S201100002,경기도 시흥시 정왕동 2164번지 2호,경기도 시흥시 협력로 281-0 (정왕동),15080,2011-05-16,,사용중,정왕3동 메가폴리스 지하주차장 1층,공공용시설,지하,21495,21495,37,21,6.57,126,42,57.73,37.35182397883313,126.71603569645143,930568.062954,1928375.691765,I,2026-02-11 21:58:35,2026-02-10 09:56:04,
4010000,4010000-S201100004,경기도 시흥시 정왕동 2210번지,경기도 시흥시 오이도로 21-0 (정왕동),15014,2011-05-16,,사용중,정왕3동 스틸랜드 지하주차장 1층,공공용시설,지하,2569,2569,37,20,48.98,126,42,1.92,37.346939668529,126.70053271642249,929190.427907,1927845.324961,I,2026-02-11 21:58:35,2026-02-10 09:56:27,
4010000,4010000-S201100005,경기도 시흥시 하중동 827번지,"경기도 시흥시 하중로133번길 8 (하중동, 관곡마을성원아파트)",14974,2011-03-10,,사용중,연성동 관곡마을성원아파트 지하주차장 1층,공공용시설,지하,12841,12841,37,23,55.36,126,48,5.02,37.39882401494136,126.80153845674742,938179.323931,1933530.553333,U,2026-06-30 21:58:35,2026-06-29 08:10:39,
4010000,4010000-S201100006,경기도 시흥시 하중동 858번지,"경기도 시흥시 연성로13번길 36 (하중동, 샛말대우아파트)",14976,2011-03-10,,사용중,연성동 샛말대우아파트 각 동 지하실 1층,공공용시설,지하,1598,1598,37,23,36.83,126,48,15.41,37.39329553966189,126.80373788359346,938369.470418,1932915.769332,U,2026-03-26 03:03:03,2026-03-25 19:13:52,
4010000,4010000-S201100007,경기도 시흥시 장곡동 828 진말 대우. 우성 아파트,"경기도 시흥시 진말로 36 (장곡동, 진말 대우. 우성 아파트)",15002,2011-03-10,,사용중,장곡동 대우우성아파트 지하주차장 1층,공공용시설,지하,16420,16420,37,22,49.22,126,47,10.13,37.380510296809526,126.78583440570473,936773.963941,1931509.184856,I,2025-12-15 16:14:09,2025-04-15 10:22:32,
4010000,4010000-S201100008,경기도 시흥시 장곡동 804 매꼴마을 동양덱스빌 아파트,"경기도 시흥시 인선길 111 (장곡동, 매꼴마을 동양덱스빌 아파트)",15002,2011-03-10,,사용중,장곡동 동양덱스빌아파트 지하주차장 1층,공공용시설,지하,11645,11645,37,22,49.19,126,46,45.13,37.38065594132891,126.77959298053973,936221.517868,1931529.543003,I,2025-12-15 16:14:09,2025-04-15 10:23:44,
4010000,4010000-S201100009,경기도 시흥시 논곡동 280번지,"경기도 시흥시 수인로2431번길 13 (논곡동, 산호아파트)",14982,2011-03-01,,사용중,목감동 논곡산호2차아파트 지하주차장 지하 1층~2층,공공용시설,지하,1873,1873,37,23,42.47,126,51,21.56,37.39493676148701,126.85557951077473,942959.595285,1933065.245074,I,2025-12-15 16:14:09,2025-09-10 10:12:51,
4010000,4010000-S201100010,경기도 시흥시 은행동 105번지 13호,"경기도 시흥시 은행로65번길 4-1 (은행동, 타원에스라이프APT)",14950,2011-01-01,,사용중,은행동 예스라이프아파트 지하 1층 주차장,공공용시설,지하,4302,4302,37,26,18.34,126,47,45.36,37.4381443369567,126.79566184624204,937691.766168,1937896.748044,U,2026-06-27 21:58:35,2026-06-26 12:20:27,
4010000,4010000-S201100011,경기도 시흥시 은행동 542번지,"경기도 시흥시 대은로104번길 25 (은행동, 두산아파트)",14916,2011-01-01,,사용중,은행동 두산아파트 지하1층 주차장,공공용시설,지하,8754,8754,37,26,36.4,126,48,4.03,37.44344062413587,126.80072040058653,938143.629572,1938481.005419,U,2026-06-27 21:58:35,2026-06-26 12:21:21,
4010000,4010000-S201100013,경기도 시흥시 은행동 599번지 1호,경기도 시흥시 은행로 93-1 (은행동),14919,2011-01-01,,사용중,은행동 대우푸르지오4차아파트 지하 1층 주차장,공공용시설,지하,41770,41770,37,26,25.17,126,47,45.02,37.440301997887055,126.79727011292118,937835.825909,1938135.064867,U,2026-06-27 21:58:35,2026-06-26 12:22:58,
4010000,4010000-S201100019,경기도 시흥시 은행동 289번지 11호,"경기도 시흥시 검바위1로 19 (은행동, 삼성홈타운)",14921,2011-01-01,,사용중,은행동 삼성홈타운아파트 지하주차장 1층,공공용시설,지하,1256,1256,37,25,52.64,126,47,39.33,37.431175150821026,126.79440568346251,937574.851953,1937124.39246,U,2026-06-27 21:58:35,2026-06-26 12:27:36,
4010000,4010000-S201100031,경기도 시흥시 신천동 833번지 9호,경기도 시흥시 신천5길 15 (신천동),14948,2011-01-04,,사용중,신천동 은하수드림힐아파트 지하주차장,공공용시설,지하,2186,2186,37,26,15.36,126,46,50.5,37.43762825460403,126.78073760524934,936371.060196,1937849.463313,I,2025-12-15 16:14:09,2025-09-12 16:15:58,
4010000,4010000-S201100037,경기도 시흥시 신천동 862번지 8호,"경기도 시흥시 포도원로116번길 12 (신천동, 익스콘테크노빌)",14952,2011-01-04,,사용중,신천동 익스콘테크노빌 지하주차장,공공용시설,지하,403,403,37,26,3.43,126,47,14.6,37.43442998200309,126.78748106461303,936964.940339,1937490.103711,I,2025-12-15 16:14:09,2025-09-12 16:16:35,
4010000,4010000-S201100038,경기도 시흥시 월곶동 994번지,"경기도 시흥시 월곶중앙로14번길 9 (월곶동, 월곶4차풍림아이원아파트)",14967,2011-01-01,,사용중,월곶동 월곶4차풍림아이원아파트 지하주차장 지하 1~2층,공공용시설,지하,24854,24854,37,23,20.75,126,44,36.65,37.38779954034362,126.74391933404529,933069.59062,1932346.782351,I,2025-12-15 16:14:09,2025-11-07 11:10:12,
4010000,4010000-S201100039,경기도 시흥시 월곶동 1006번지 4호,"경기도 시흥시 월곶중앙로 48 (월곶동, 유호아파트)",14966,2011-01-01,,사용중,월곶동 유호N플러스빌 지하주차장 지하 1층,공공용시설,지하,1414,1414,37,23,18.87,126,44,24.2,37.38845007880773,126.74003435512633,932726.257222,1932421.718069,I,2025-12-15 16:14:09,2025-11-07 11:10:52,
4010000,4010000-S201100040,경기도 시흥시 월곶동 1012번지 1호,"경기도 시흥시 월곶해안로161번길 25 (월곶동, 월곶Ⅱ 유호N플러스빌)",14963,2011-01-01,,사용중,월곶동 유호N플러스빌2차 지하주차장 지하 1~2층,공공용시설,지하,11366,11366,37,23,21.18,126,44,5.08,37.38921528657723,126.73474511646994,932258.723985,1932510.397078,I,2025-12-15 16:14:09,2025-11-07 11:11:33,
4010000,4010000-S201100043,경기도 시흥시 거모동 1656번지 5호,"경기도 시흥시 도일로112번길 5-5 (거모동, 동하시티타워아파트)",15069,2011-01-01,,사용중,군자동 동하시티타워 지하주차장 1~2층,공공용시설,지하,3205,3205,37,20,27.68,126,47,2.9,37.34104194583238,126.78427040665169,936602.304785,1927131.523186,I,2026-01-22 21:58:35,2026-01-21 17:23:10,
4010000,4010000-S201300001,경기도 시흥시 신천동 709번지 32호,경기도 시흥시 복지로 15 (신천동),14910,2013-10-07,,사용중,신천동 푸르지오5차아파트 지하주차장,공공용시설,지하,24435,24435,37,26,29.99,126,47,11.78,37.44160896096049,126.78735264781633,936959.601884,1938286.652356,I,2026-02-11 21:58:35,2026-02-10 10:06:06,
4010000,4010000-S201300003,경기도 시흥시 신천동 949 시흥신천삼환나우빌,"경기도 시흥시 시흥대로 1144 (신천동, 시흥신천삼환나우빌)",14950,2013-10-07,,사용중,신천동 삼환나우빌아파트 지하주차장,공공용시설,지하,16815,16815,37,26,15.63,126,47,30.16,37.4376745371858,126.791710012782,937341.7766759386,1937847.2467086427,I,2025-12-15 16:14:09,2025-09-12 16:19:22,
4010000,4010000-S201500001,경기도 시흥시 죽율동 752번지,경기도 시흥시 죽율로 36 (죽율동),15050,2015-04-24,,사용중,정왕본동 푸르지오6차 2단지아파트 지하주차장 1~2층,공공용시설,지하,23781,23781,37,20,45.05,126,45,35.85,37.347712357844664,126.76083609683965,934532.308404,1927887.539863,I,2026-04-24 21:59:13,2026-04-22 16:10:17,
4010000,4010000-S201500002,경기도 시흥시 죽율동 317번지 7호,경기도 시흥시 죽율로 45-10 (죽율동),15050,2015-04-24,,사용중,정왕본동 푸르지오6차 1단지아파트 지하주차장 1~2층,공공용시설,지하,40688,40688,37,21,1.33,126,45,44.31,37.34930057969715,126.76062725243585,934515.190291,1928063.885572,I,2026-04-24 21:59:13,2026-04-22 16:11:02,
4010000,4010000-S201600001,경기도 시흥시 조남동 706 목감 퍼스트리움 아파트,"경기도 시흥시 목감둘레로 229-10 (조남동, 목감 퍼스트리움 아파트)",14986,2016-04-01,,사용중,목감동 목감퍼스트리움 아파트 지하주차장 지하 1층,공공용시설,지하,15555,15555,37,22,45.23,126,51,34.12,37.3792304587402,126.85947774911907,943292.820275,1931320.400973,I,2025-12-15 16:14:09,2025-11-06 11:19:28,
4010000,4010000-S201600004,경기도 시흥시 정왕동 1876번지 1호,"경기도 시흥시 옥구천동로 433-26 (정왕동, 삼환아파트)",15022,2016-04-01,,사용중,정왕4동 삼환아파트 202동 지하실 1층,공공용시설,지하,1500,1500,37,21,40.51,126,43,48.41,37.36080780046981,126.73001166848893,931813.995193,1929362.195765,I,2025-12-15 16:14:09,2025-04-01 15:44:58,
4010000,4010000-S201600005,경기도 시흥시 배곧동 135 시흥배곧 에스케이뷰,"경기도 시흥시 배곧3로 27-7(배곧동, 시흥배곧 에스케이뷰)",15010,2016-02-18,,사용중,배곧1동 에스케이뷰아파트 지하주차장 지하1층,공공용시설,지하,50396,50396,37,22,27.89,126,43,29.64,37.3744148630432,126.72489892450838,931373.626345,1930875.506906,U,2026-05-07 03:03:03,2026-05-06 16:30:24,
4010000,4010000-S201600006,경기도 시흥시 배곧동 139 시흥배곧신도시 호반베르디움센트럴파크,"경기도 시흥시 배곧3로 27-8(배곧동, 시흥배곧신도시 호반베르디움센트럴파크)",15010,2016-02-17,,사용중,배곧1동 호반베르디움센트럴파크 지하주차장 지하1층,공공용시설,지하,47021,47021,37,22,27.24,126,43,30.72,37.3742326386614,126.72520053112228,931400.164649,1930855.07113,U,2026-05-07 03:03:03,2026-05-06 16:32:41,
4010000,4010000-S201800002,경기도 시흥시 산현동 502번지 목감레이크 푸르지오,"경기도 시흥시 목감남서로 92-30 (산현동, 목감레이크 푸르지오)",14989,2018-03-15,,사용중,목감동 레이크푸르지오아파트 지하주차장 지하 1~2층,공공용시설,지하,18471,18471,37,22,33.11,126,50,35.5,37.375279666081454,126.84217039362825,941757.480218,1930892.631267,U,2026-06-30 21:58:35,2026-06-29 10:33:28,
4010000,4010000-S202000001,경기도 시흥시 능곡동 190번지 6호 엘에이치4단지,"경기도 시흥시 능곡서로 27 (능곡동, 엘에이치4단지)",14999,2020-01-07,,사용중,능곡동 엘에이치4단지아파트 지하주차장 1층,공공용시설,지하,8396,8396,37,22,14.25,126,48,7.39,37.36986796088198,126.80240454261674,938232.23314,1930317.524774,I,2025-12-15 16:14:09,2025-11-06 10:36:40,
4010000,4010000-S202000002,경기도 시흥시 능곡동 43번지 1호 장현마을2단지,"경기도 시흥시 시흥대로360번길 9 (능곡동, 장현마을2단지)",14999,2020-01-07,,사용중,능곡동 장현마을2단지아파트 지하주차장 1~2층,공공용시설,지하,25073,25073,37,22,22.98,126,48,36,37.37288945870233,126.80993212847422,938901.213628,1930647.837608,I,2025-12-15 16:14:09,2025-07-01 10:31:52,
4010000,4010000-S202000004,경기도 시흥시 은행동 632번지 네이처포레,"경기도 시흥시 은계중앙로 140 (은행동, 네이처포레)",14923,2020-01-01,,사용중,은행동 네이처포레 아파트 지하주차장 1층,공공용시설,지하,38264,38264,37,26,22.59,126,48,21.8,37.43960839323719,126.80605458645059,938612.352496,1938052.35553,U,2026-06-27 21:58:35,2026-06-26 12:28:24,
4010000,4010000-S202000005,경기도 시흥시 조남동 678 리벤티움,"경기도 시흥시 목감중앙로 45 (조남동, 리벤티움)",14988,2020-07-13,,사용중,목감동 목감리벤티움아파트 지하주차장 지하 1~2층,공공용시설,지하,26704,26704,37,22,25.68,126,51,16.54,37.37379872993752,126.85459329554095,942856.260587,1930720.739272,I,2025-12-15 16:14:09,2025-11-06 11:20:14,
4010000,4010000-S202200003,경기도 시흥시 배곧동 243 한라비발디캠퍼스,"경기도 시흥시 배곧1로 27-15(배곧동, 한라비발디캠퍼스)",15011,2022-02-03,,사용중,배곧2동 한라비발디캠퍼스 1차 지하주차장 1~2층,공공용시설,지하,110687,110687,37,21,45.83,126,42,47.46,37.36273025409674,126.71318282792015,930325.476876,1929587.765314,I,2025-12-15 16:14:09,2025-09-10 10:14:03,
4010000,4010000-S202200004,경기도 시흥시 배곧동 221 시흥배곧 C2블럭 호반 써밋플레이스 아파트,"경기도 시흥시 서울대학로264번길 12(배곧동, 시흥배곧 C2블럭 호반 써밋플레이스 아파트)",15011,2022-02-03,,사용중,배곧2동 배곧C2호반써밋플레이스 지하주차장 1~2층,공공용시설,지하,41187,41187,37,22,7.71,126,43,32.68,37.36880951532342,126.72574572287957,931443.500789,1930253.017883,I,2025-12-15 16:14:09,2025-09-10 10:13:36,
4010000,4010000-S202200005,경기도 시흥시 배곧동 245 한라비발디캠퍼스2차,"경기도 시흥시 배곧1로 27-16(배곧동, 한라비발디캠퍼스2차)",15011,2022-02-15,,사용중,배곧2동 한라비발디캠퍼스 2차 지하주차장 1~2층,공공용시설,지하,111347,111347,37,21,45.33,126,42,48.66,37.36259214308213,126.71351553376614,930354.811612,1929572.197391,I,2025-12-15 16:14:09,2025-09-10 10:12:32,
4010000,4010000-S202300001,경기도 시흥시 정왕동 2721 웨이브파크,"경기도 시흥시 거북섬둘레길 42, 웨이브파크 (정왕동)",15119,2023-08-21,,사용중,거북섬동 웨이브파크 지하주차장 지하 1층,공공용시설,지하,4682.05,4682,37,19,26.76,126,40,50.48,37.3241008196196,126.680687548193,927410.715161508,1925326.5885181571,U,2026-06-27 21:58:35,2026-06-26 17:06:12,
4010000,4010000-S202500001,경기도 시흥시 정왕동 2737 시흥 금강펜테리움 오션베이,"경기도 시흥시 거북섬남로 90 (정왕동, 시흥 금강펜테리움 오션베이)",15119,2025-12-22,,사용중,시흥금강펜테리움 오션베이아파트 지하주차장,공공용시설,지하,32014,32014,37,19,16.44,126,41,27.03,37.3212334311208,126.69084287928,928307.7472648355,1925000.7206663731,U,2026-06-27 21:58:35,2026-06-26 17:07:21,
