시설명,소재지지번주소,주변상세설명,관리부서명,데이터기준일자,위도,경도,좌표확인상태,좌표출처
거북섬동3,경기도 시흥시 정왕동 2799,정왕동 2799번지 전원주택단지 인근 산책로,시흥시청,20250310,37.3194819,126.6936856,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
거북섬동4,경기도 시흥시 정왕동 2799,정왕동 2799번지 전원주택단지 인근 산책로,시흥시청,20250310,37.3194819,126.6936856,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
거북섬동5,경기도 시흥시 정왕동 2795,정왕동 2795번지 하늬공원,시흥시청,20250310,37.3170918,126.700533,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
원포공원반려견놀이터,경기도 안산시 단원구 초지동 746번지,"대형견, 중소형견 놀이터 안",안산시청,20250310,37.3016073,126.8086831,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
성곡반려견놀이터,경기도 안산시 단원구 성곡동 696번지,"대형견, 중소형견 놀이터 안",안산시청,20250310,37.3234959,126.7366696,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
화정천1,경기도 안산시 단원구 와동 879,와동 792-18번지 앞 계단(화정초교 건너편),안산시청,20231229,37.3293679,126.8178396,OSM 시설명 일치,https://www.openstreetmap.org/way/300166167
화정천2,경기도 안산시 단원구 와동 879,선부동 온누리병원 화정5교 계단,안산시청,20231229,37.3293679,126.8178396,OSM 시설명 일치,https://www.openstreetmap.org/way/300166167
화정천3,경기도 안산시 단원구 와동 879,선부동 수정한양A 216동 계단,안산시청,20231229,37.3293679,126.8178396,OSM 시설명 일치,https://www.openstreetmap.org/way/300166167
화정천4,경기도 안산시 단원구 와동 879,와동 820-10번지 화정4교 경사로입구,안산시청,20231229,37.3293679,126.8178396,OSM 시설명 일치,https://www.openstreetmap.org/way/300166167
화정천5,경기도 안산시 단원구 와동 879,와동 828번지 강서고 옆 계단,안산시청,20231229,37.3293679,126.8178396,OSM 시설명 일치,https://www.openstreetmap.org/way/300166167
충훈공원,경기도 안양시 만안구 석수동 626-4,분수대 앞,안양시청 ,20250304,37.410225,126.9002864,공식 시설명 일치,https://www.data.go.kr/data/15012890/standard.do
중앙공원,경기도 안양시 동안구 평촌동 895,사무실앞,안양시청 ,20250304,37.390137,126.961331,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
중앙공원,경기도 안양시 동안구 평촌동 895,매점화장실앞,안양시청 ,20250304,37.390137,126.961331,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
중앙공원,경기도 안양시 동안구 평촌동 895,X게임장 ,안양시청 ,20250304,37.390137,126.961331,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
학운공원,경기도 안양시 동안구 비산동 1100,매점,안양시청 ,20250304,37.3988517,126.9472781,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
자유공원,경기도 안양시 동안구 호계동 1112,놀이터주변,안양시청 ,20250304,37.379981,126.964031,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
자유공원,경기도 안양시 동안구 호계동 1112,지압장,안양시청 ,20250304,37.379981,126.964031,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
자유공원,경기도 안양시 동안구 호계동 1112,입구광장,안양시청 ,20250304,37.379981,126.964031,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
학운공원,경기도 안양시 동안구 비산동 1100,무궁화동산주변,안양시청 ,20250304,37.3988517,126.9472781,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
병목안시민공원,경기도 안양시 만안구 안양동 산81-1,관리사무소 앞,안양시청 ,20250304,37.385288,126.907674,공식 시설명 일치,https://www.data.go.kr/data/15012890/standard.do
병목안시민공원,경기도 안양시 만안구 안양동 산81-1,잔디광장,안양시청 ,20250304,37.385288,126.907674,공식 시설명 일치,https://www.data.go.kr/data/15012890/standard.do
임곡공원,경기도 안양시 동안구 비산동 299-2,공원입구,안양시청 ,20250304,37.405529,126.9389695,공식 시설명 일치,https://www.data.go.kr/data/15012890/standard.do
운곡공원,경기도 안양시 동안구 비산동 249-6,사무실옆,안양시청 ,20250304,37.4024841,126.9486236,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
운곡공원,경기도 안양시 동안구 비산동 249-6,광장,안양시청 ,20250304,37.4024841,126.9486236,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
희망공원,경기도 안양시 동안구 호계동 1053,음수대 옆,안양시청 ,20250304,37.3889972,126.9493353,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
평화공원,경기도 안양시 동안구 비산동 1104-2,화장실 옆,안양시청 ,20250304,37.3903677,126.9482385,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
평촌공원,경기도 안양시 동안구 관양동 1589-2,화장실 입구,안양시청 ,20250304,37.3960578,126.9578031,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
평촌공원,경기도 안양시 동안구 관양동 1589-2,사무실 입구,안양시청 ,20250304,37.3960578,126.9578031,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
호계공원,경기도 안양시 동안구 호계동 176-4,광장입구,안양시청 ,20250304,37.3804569,126.9414112,공식 시설명 일치,https://www.data.go.kr/data/15012890/standard.do
호계공원,경기도 안양시 동안구 호계동 176-4,테니스장입구,안양시청 ,20250304,37.3804569,126.9414112,공식 시설명 일치,https://www.data.go.kr/data/15012890/standard.do
삼막애견공원,경기도 안양시 만안구 석수동 18,삼막애견공원 내,안양시청 ,20250304,37.4288931,126.9148009,OSM 시설명 일치,https://www.openstreetmap.org/way/692692954
생태예술공원,경기도 안양시 만안구 석수동 산24-24,수목원입구,안양시청 ,20250304,37.4191389,126.9359804,공식 시설명 일치,https://www.data.go.kr/data/15012890/standard.do
삼덕공원,경기도 안양시 만안구 안양동 782-19,관리소 앞,안양시청 ,20250304,37.397381,126.916411,공식 시설명 일치,https://www.data.go.kr/data/15012890/standard.do
공원,경기도 양주시 옥정동 908,선돌공원,양주시청,20241231,37.8228649,127.0868367,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
공원,경기도 양주시 덕계동 467,덕계근린공원,양주시청,20241231,37.8214712,127.0453314,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
공원,경기도 양주시 광사동 659,하늘물근린공원,양주시청,20241231,37.7916889,127.0847499,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
공원,경기도 양주시 덕정동 208-12,봉우근린공원,양주시청,20241231,37.8367553,127.0673381,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
공원,경기도 양주시 옥정동 970-3 일원,옥정중앙공원~회천4동 산책로,양주시청,20241231,37.8200869,127.1001548,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
공원,경기도 양주시 옥정동 889,"독바위공원(반려견놀이터 앞, 야외무대)",양주시청,20241231,37.8241998,127.0759899,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
영월근린공원,여주시 상동 132,영월근린공원 화장실 인근,여주시청,20250307,37.2944199,127.6476579,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
달팽이공원1,여주시 현암동 622-5,달팽이공원 화장실 인근,여주시청,20250307,37.3136936,127.6307888,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
강천섬2,여주시 강천면 강천리 627,강천섬 화장실 인근,여주시청,20250307,37.2367446,127.6931886,OSM 시설명 일치,https://www.openstreetmap.org/way/753114060
강천섬1,여주시 강천면 강천리 645,강천섬 주차장 인근,여주시청,20250307,37.2367446,127.6931886,OSM 시설명 일치,https://www.openstreetmap.org/way/753114060
신륵사,여주시 천송동 297-1,신륵사 입구 관광안내소 인근,여주시청,20250307,37.2976273,127.6615659,OSM 시설명 일치,https://www.openstreetmap.org/node/2632031838
오학걷고싶은거리3,여주시 천송동 574-4,오학동 스타벅스 뒤편 산책로,여주시청,20250307,37.2999944,127.6488582,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
오학걷고싶은거리2,여주시 현암동 223-3,오학동행정복지센터 맞은편 현수막게시대 인근,여주시청,20250307,37.3048887,127.637735,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
오학걷고싶은거리1,여주시 현암동 637-136,여주수상센터 안내간판 인근,여주시청,20250307,37.3070913,127.6330247,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
달팽이공원2,여주시 현암동 627-1,달팽이언덕 비석 인근,여주시청,20250307,37.3158847,127.6278612,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
여주근린공원,여주시 상동 352,여주근린공원 내,여주시청,20250307,37.2939561,127.6404539,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
은빛개울1공원,경기도 오산시 세교동 622-2,세교1단지 103동 근처,오산시청,20250228,37.1866749,127.0404288,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
아래뜰공원,경기도 오산시 수청동 623-3,월남참전기념탑 근처,오산시청,20250228,37.1663526,127.065184,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
오산어린이공원,경기도 오산시 오산동 852-11,오산어린이공원 입구,오산시청,20250228,37.151616,127.072782,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
문헌공원,경기도 오산시 내삼미동 879,문헌공원 공원관리사 앞,오산시청,20250228,37.1741569,127.054929,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
부산제2어린이공원,경기도 오산시 부산동 792,부산제2어린이공원 조합놀이대 근처,오산시청,20250228,37.152691,127.0911213,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
맑음터공원1,경기도 오산시 오산동 750-1,맑음터공원 광장 ,오산시청,20250228,37.1368978,127.0640851,OSM 시설명 일치,https://www.openstreetmap.org/way/1317056367
맑음터공원2,경기도 오산시 오산동 750-1,온마을목공체험장 옆,오산시청,20250228,37.1368978,127.0640851,OSM 시설명 일치,https://www.openstreetmap.org/way/1317056367
궐동제3어린이공원,경기도 오산시 궐동 624,궐동제3어린이공원 입구,오산시청,20250228,37.1606916,127.0575394,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
궐동제4어린이공원,경기도 오산시 궐동 660,궐동제4어린이공원 입구,오산시청,20250228,37.1590539,127.0568086,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
궐동제5어린이공원,경기도 오산시 궐동 656,궐동제5어린이공원 입구,오산시청,20250228,37.157959,127.060024,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
궐동제7어린이공원,경기도 오산시 궐동 706,궐동제7어린이공원 입구,오산시청,20250228,37.155445,127.0548475,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
고인돌공원1,경기도 오산시 금암동 520,고인돌공원 야외무대 쪽,오산시청,20250228,37.172348,127.0489504,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
고인돌공원2,경기도 오산시 금암동 520,고인돌공원 장미뜨레 앞,오산시청,20250228,37.172348,127.0489504,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
죽미체육공원1,경기도 오산시 세교동 627 ,죽미체육공원 광장쪽,오산시청,20250228,37.1794059,127.0421266,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
죽미체육공원2,경기도 오산시 세교동 627 ,죽미체육공원 다목적체육관 근처,오산시청,20250228,37.1794059,127.0421266,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
은빛개울1공원,경기도 오산시 세교동 622-2,세교2단지 201동 근처,오산시청,20250228,37.1866749,127.0404288,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
은빛개울1공원,경기도 오산시 세교동 184-1,세교 롯데프레시 근처,오산시청,20250228,37.1926181,127.0451792,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
은빛개울2공원,경기도 오산시 수청동 581-1,세교 13단지 올라가는 계단 옆,오산시청,20250228,37.1731492,127.0518402,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
은빛개울2공원,경기도 오산시 금암동 511,은빛개울2공원 ,오산시청,20250228,37.177558,127.046336,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
필봉공원,경기도 오산시 내삼미동 899-3,필봉공원 화장실 앞,오산시청,20250228,37.173543,127.0682011,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
왕송호수공원,의왕시 초평동 278-1,레일바이크 중간정차장 왕송호수공원 반려견 놀이터 내 ,의왕시청,20250307,37.3125488,126.9444365,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
진암공원,경기도 이천시 장호원읍 진암리 100-1,진암공원 반려견 놀이터,이천시청,20250307,37.1101736,127.6189888,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
진암공원,경기도 이천시 장호원읍 진암리 100-1,진암공원 반려견 놀이터,이천시청,20250307,37.1101736,127.6189888,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
운정수변공원1,경기도 파주시 와동동 1415,석가산 인근,파주시청,20250307,37.7221243,126.7616845,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
운정호수공원6,경기도 파주시 와동동 1412,센트럴파크프라자 인근,파주시청,20250307,37.7233898,126.7563252,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
운정건강공원,경기도 파주시 목동동 1083,가온초등학교 인근,파주시청,20250307,37.7202523,126.7462959,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
운정수변공원3,경기도 파주시 와동동 1418,물순환시스템 건물 주변,파주시청,20250307,37.720223,126.7638089,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
운정수변공원2,경기도 파주시 와동동 1418,소리천카페 인근,파주시청,20250307,37.720223,126.7638089,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
운정호수공원5,경기도 파주시 와동동 1412,센트럴파크프라자와 심학산로 사이 인근,파주시청,20250307,37.7233898,126.7563252,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
운정호수공원4,경기도 파주시 와동동 1412,해솔마을7단지와 용정저수지 사이 인근,파주시청,20250307,37.7233898,126.7563252,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
운정호수공원3,경기도 파주시 와동동 1412,운정호수공원주차장1과 관리사업소 인근,파주시청,20250307,37.7233898,126.7563252,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
운정호수공원2,경기도 파주시 와동동 1412,한빛마을5단지와 용정저수지 사이 인근,파주시청,20250307,37.7233898,126.7563252,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
운정호수공원1,경기도 파주시 와동동 1412,와동조정지과 용정저수지 사이 인근,파주시청,20250307,37.7233898,126.7563252,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
가재울공원2,경기도 파주시 목동동 820,목동동 825-1번지 반대편,파주시청,20250307,37.7306886,126.7420452,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
가재울공원1,경기도 파주시 목동동 993,목동동 992번지 뒤편 잔디광장 인근,파주시청,20250307,37.7267443,126.7412488,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
모두마루,경기도 평택시 오성면 청오로 33-58,농업생태원,평택시청,20250304,37.0130971,126.9836667,지도 시설명 일치,https://map.naver.com/p/entry/place/1187511176
이충 반려견 동반 시민쉼터,경기도 평택시 장안웃길 149,이충레포츠 공원,평택시청,20250304,37.0668211,127.0730647,OSM 도로명주소 일치,https://www.openstreetmap.org/way/312864402
동삭 반려견 동반 시민쉼터,경기도 평택시 동삭동 850-3,동삭1저류지,평택시청,20250304,37.0155332,127.1050171,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
신당 반려견 동반 시민쉼터,경기도 평택시 평택항로 98,신당근린공원,평택시청,20250304,36.9635623,126.8530749,OSM 도로명주소 일치,https://www.openstreetmap.org/way/1497663882
서부 반려견 동반 시민쉼터,경기도 평택시 서해안로 1528-18,서부공설운동장,평택시청,20250304,37.0305481,126.9432295,시설 위치 확인,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
신장 반려견 동반 시민쉼터,경기도 평택시 신장로 124,송탄국제교류센터 ,평택시청,20250304,37.0876733,127.0516689,OSM 도로명주소 일치,https://www.openstreetmap.org/way/112417493
안정근린공원,경기도 평택시 팽성읍 안정순환로267번길 42,안정근린공원,평택시청,20250304,36.9609519,127.0524466,OSM 도로명주소 일치,https://www.openstreetmap.org/way/470018519
 풍산 근린2호 공원,경기도 하남시 덕풍동 776,,하남시청,20250307,37.5505284,127.2012278,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
 풍산 근린1호 공원 ,경기도 하남시 덕풍동 732,,하남시청,20250307,37.5537793,127.2024386,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
 신장지구 완충녹지 8호,경기도 하남시 창우동 531,,하남시청,20250307,37.536733,127.2269249,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
 창우 근린 공원 ,경기도 하남시 창우동 521-4,,하남시청,20250307,37.5374974,127.2251004,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
 연결녹지24,경기도 하남시 망월동 1139,,하남시청,20250307,37.5630158,127.1957631,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
 실바람 공원 ,경기도 하남시 덕풍동 882,,하남시청,20250307,37.5571246,127.203937,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
 방탱이 공원 ,경기도 하남시 덕풍동 855,,하남시청,20250307,37.5583221,127.2024382,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
 미사 한강4호 공원,경기도 하남시 선동 421-1,,하남시청,20250307,37.5778485,127.1884904,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
 미사 숲 공원 ,경기도 하남시 풍산동 537,,하남시청,20250307,37.5551441,127.1905257,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
 미사 호수 공원,"경기도 하남시 망월동 1076,1073,1072",,하남시청,20250307,37.5624372,127.1880661,지도 시설명 일치,https://map.naver.com/p/entry/place/1151457716
 미사 누리2호 공원 ,경기도 하남시 망월동 955,,하남시청,20250307,37.5676178,127.187303,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
 미사 누리1호 공원,경기도 하남시 망월동 838,,하남시청,20250307,37.5745194,127.1876226,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
 미사 한강5호 공원 ,경기도 하남시 망월동 832,,하남시청,20250307,37.5786667,127.1915726,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
 미사 한강2호 공원 ,경기도 하남시 선동 417,,하남시청,20250307,37.5767668,127.1807342,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
 미사 한강3호 공원,경기도 하남시 선동 421,,하남시청,20250307,37.5797991,127.1872643,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
 덕풍 근린 공원,경기도 하남시 덕풍동 435-202,,하남시청,20250307,37.5370067,127.1975778,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
 문화소공원 ,경기도 하남시 신장동 575,,하남시청,20250307,37.5443456,127.2090768,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
 국제 자매 도시 공원 ,경기도 하남시 신장동 608,,하남시청,20250307,37.5444892,127.2213179,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
 현안2부지 수변 공원2 ,경기도 하남시 신장동 606-1,,하남시청,20250307,37.5444264,127.2176604,도로명 위치 확인,https://www.hanam.go.kr/sotong/selectCvplRceptWebView.do?cvplCode=MINWON1&rceptNo=6147
 현안2부지 수변 공원1 ,경기도 하남시 신장동 596-1,,하남시청,20250307,37.5443618,127.2160681,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
 세미 근린 공원 ,경기도 하남시 풍산동 623,,하남시청,20250307,37.5457573,127.1950813,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
 미사 한강1호 공원,경기도 하남시 선동 413,,하남시청,20250307,37.5765575,127.1788434,공식 주소 일치,https://www.data.go.kr/data/15012890/standard.do
 풍산지구 어린이4호 공원,경기도 하남시 덕풍동 770-2,,하남시청,20250307,37.5495775,127.198059,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
 풍산 근린4호 공원 ,경기도 하남시 덕풍동 824,,하남시청,20250307,37.5463552,127.2064712,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
 풍산 근린3호 공원,경기도 하남시 덕풍동 726-12,,하남시청,20250307,37.5502852,127.2124821,주소 지오코딩 일치,https://geocode.arcgis.com/arcgis/rest/services/World/GeocodeServer
